handle	text
HillaryClinton	"""@LorellaPraeli's story, like so many other American stories, reminds us of who we are as a people."" —Hillary
https://t.co/fVvp7c8m2A"
HillaryClinton	"Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R"
HillaryClinton	Community health centers provide care for 25 million Americans. Here's Hillary's plan to double their funding: https://t.co/4vbbTF4gXS
HillaryClinton	"""I saw how she treated everybody with respect. That's how you judge somebody."" —@POTUS on Hillary
https://t.co/DnisCFMlLZ"
HillaryClinton	"As the President has reminded us, the arc of the moral universe is long but it bends toward justice.
https://t.co/CCheOeF9zB"
HillaryClinton	“Necesitamos escribir un nuevo capítulo en el sueño americano–y no puede ser el Capítulo 11 (de bancarrota)”. https://t.co/W8mJk7eUbA
HillaryClinton	"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions. https://t.co/WYJGCCVBzu"
HillaryClinton	"""You can count on her, and how she won’t waver, and she won’t back down, and she will not quit."" —@POTUS https://t.co/BYCgixAh8K"
HillaryClinton	"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe"
HillaryClinton	"For Donald Trump, it's not about what he can build —it's about how much he can take. https://t.co/WYJGCCVBzu"
HillaryClinton	"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" —@POTUS https://t.co/cSAdZFNa4G"
HillaryClinton	"What does it say about a presidential candidate when he consistently showers praise on brutal dictators?
https://t.co/YFVXJlpnIt"
HillaryClinton	You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. https://t.co/T1nPQgSRQ7
HillaryClinton	"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again. https://t.co/TxvAHkn38q"
HillaryClinton	"New ad: Donald Trump's number one foreign policy advisor? Himself.

And his ""very good brain.""
https://t.co/ac1793AiXf"
HillaryClinton	".@realDonaldTrump says he ""loves the vets.""

Prisoners of war? Not so much.
https://t.co/Qq1bPW65DA"
HillaryClinton	"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" https://t.co/jje8cWi5Ep"
HillaryClinton	"""They picked a nominee whose only plan is to build a higher wall."" —@POTUS on @realDonaldTrump's dangerous policies
https://t.co/N3PAI3chgE"
HillaryClinton	"“Dejó a un lado su agenda personal y emociones por una causa mayor y servir al país""—presidente Obama sobre Hillary.
https://t.co/yW9xPKX2fj"
HillaryClinton	"Praising some of the world's most notorious, brutal dictators should be a red flag for a presidential candidate.
https://t.co/AsEnrWw83w"
HillaryClinton	Donald Trump in the Oval Office is flat-out dangerous. We can’t let it happen. https://t.co/nisFcVaJMf
HillaryClinton	Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG
HillaryClinton	"""Together, we will continue to fight for a government which represents all of us, and not just the 1%."" —@BernieSanders"
HillaryClinton	"""Secretary Clinton has won the Democratic nominating process, and I congratulate her for that."" —@BernieSanders"
HillaryClinton	"""She will be the Democratic nominee...and I intend to do everything I can to make certain she will be the next president."" —@BernieSanders"
HillaryClinton	"""I have come here to make it as clear as possible as to why I am endorsing Hillary Clinton."" —@BernieSanders in New Hampshire"
HillaryClinton	"""This campaign is about the needs of the American people and addressing the very serious crises that we face."" —@BernieSanders"
HillaryClinton	"""There is no doubt in my mind that...Hillary Clinton is far and away the best candidate to do that."" —@BernieSanders https://t.co/IvDtsunuWx"
HillaryClinton	"""Hillary Clinton understands that if someone in America works 40 hours a week, that person should not be living in poverty.” —@BernieSanders"
HillaryClinton	"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" —@BernieSanders"
HillaryClinton	"""The last thing we need...is a president who doesn’t care about whether millions will lose access to health care coverage."" —Bernie on Trump"
HillaryClinton	"Hillary ""knows that it is absurd that middle-class Americans are paying an effective tax rate higher than hedge fund millionaires.” —Bernie"
HillaryClinton	"""This election must be about bringing our people together, not dividing us up."" —@BernieSanders"
HillaryClinton	"""We become stronger when black and white, Latino, Asian American, Native American—all of us—stand together.” —@BernieSanders"
HillaryClinton	"""We produced, by far, the most progressive platform in the history of the Democratic Party."" —@BernieSanders"
HillaryClinton	"""Hillary Clinton will make an outstanding president, and I am proud to stand with her today."" —@BernieSanders"
HillaryClinton	"""He has energized and inspired a generation of young people who care deeply about our country.” —Hillary on @BernieSanders"
HillaryClinton	"Thank you, @BernieSanders, not just for your endorsement, but for a lifetime of fighting injustice."
HillaryClinton	Taking on systemic racism and rebuilding trust and respect between law enforcement and the communities they serve will require all of us.
HillaryClinton	"“Let’s take real, meaningful action to end the epidemic of gun violence in America.” —Hillary"
HillaryClinton	"$7.25 an hour is a starvation wage. So sorry Donald, if you’re watching, we’re not cutting the minimum wage, we’re raising the minimum wage."
HillaryClinton	"“For families making less than $125,000 a year, we’ll eliminate tuition at those schools altogether.” https://t.co/TLlb3SCNpH"
HillaryClinton	"We’re going to make sure that Wall Street, corporations, and the super-rich pay their fair share of taxes."
HillaryClinton	"Let’s expand Social Security—not cut or privatize it.
Let’s offer paid family leave.
Let’s guarantee equal pay for women once and for all."
HillaryClinton	"""Let's make it easier to vote, not harder. Let’s fight back against attacks on voting rights across the country.” —Hillary"
HillaryClinton	"To everyone who poured your heart and soul into Bernie’s campaign, thank you. Our country desperately needs your voices."
HillaryClinton	"""You can take out your phone right now and text JOIN to 47246. Or go to https://t.co/erIfmxlyf9. We accept $27 donations, too, you know.”"
HillaryClinton	"Together, let’s go win this election. https://t.co/lRSwpk9y4b"
HillaryClinton	"""Hillary Clinton will make an outstanding president and I am proud to stand with her today."" —@BernieSanders
https://t.co/yNC6ALjJnX"
HillaryClinton	Taking on systemic racism—and rebuilding trust between police and citizens—will require contributions from us all. https://t.co/dXhKHEvZ2r
HillaryClinton	"Happy birthday, Malala! Thank you for fighting for every girl's right to an education. https://t.co/GjC69J0rSr"
HillaryClinton	"Let’s ask ourselves, ""What can I do to stop violence and promote justice?""
https://t.co/l2nRKcuxNs"
HillaryClinton	"""Vi cómo ella trataba a todos con respeto. Así es como se juzga a alguien""—presidente Obama sobre Hillary.
https://t.co/oTk1Xw5Kih"
HillaryClinton	"Thank you, @BernieSanders. Proud to fight alongside you. https://t.co/v6GbG89BUk"
HillaryClinton	"In America, we're always stronger together. https://t.co/s9wAMfIywe"
HillaryClinton	"Watch live as Hillary speaks from the Illinois statehouse, where Lincoln gave his ""house divided"" speech in 1858. https://t.co/mtg5NDe8K3"
HillaryClinton	"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" —Hillary"
HillaryClinton	We need to take a hard look at our laws and our attitudes. We need to embrace policies that promote justice for all people.
HillaryClinton	"""I want...all of our children to grow up in a country where violence like the kind we saw last week doesn’t happen again” —Hillary"
HillaryClinton	Let's listen to families whose loved ones have been killed in police incidents. Alton Sterling. Philando Castile. Sandra Bland—one year ago.
HillaryClinton	"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" —Hillary"
HillaryClinton	"We need to listen to the dedicated, principled police officers working hard every day to rebuild trust with the communities they serve."
HillaryClinton	"The vast majority of gun owners agree: we have to prevent gun violence.

If we’re looking for common ground, this is common ground."
HillaryClinton	"These things can be true at once:

We need criminal justice reform.

We need to support police.

We need to do more to stop gun violence."
HillaryClinton	"“In my first 100 days as president, we will make the biggest investment in new, good-paying jobs since World War II.” —Hillary"
HillaryClinton	"In times like these, we need a president who can help pull us
together, not split us apart.

And that's why Donald Trump is so dangerous."
HillaryClinton	"""Even this—the killing of black people by police—is somehow all about him."" —Hillary on Trump https://t.co/Uwk2oFmIwZ"
HillaryClinton	"""When kids are scared by political candidates and policy debates, it’s a sign something has gone badly wrong."" —Hillary"
HillaryClinton	"Trump has banished members of the press who have criticized him.

Is there any doubt he would do the same as president?"
HillaryClinton	"Imagine if Trump had not just Twitter to go after critics and opponents, but also the IRS—or our military. Do you think he’d be restrained?"
HillaryClinton	"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself."""
HillaryClinton	"""Donald Trump’s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" —Hillary"
HillaryClinton	"""Let’s be more than allies to each other. Let’s take on each other’s struggles as our own."" —Hillary"
HillaryClinton	"“If we do the work, we will 'cease to be divided.' We will be indivisible, with liberty and justice for all.” —Hillary"
HillaryClinton	"Let’s be more than allies to each other.

Let’s take on each other’s struggles as our own.
https://t.co/iA8LXuAUvl"
HillaryClinton	"""We need a leader who will push us all to make our society more tolerant, inclusive, and fair."" —@MarkKellyTyler https://t.co/UkzFXzbklO"
HillaryClinton	"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.
https://t.co/6NtMyqjG4o"
HillaryClinton	"In the presence of practical, tactical brilliance @hamiltonmusical. https://t.co/iIkjPoWLhA"
HillaryClinton	"Gun violence against Americans is all of our problem. We need to solve it together.
https://t.co/vFdReFjB6u"
HillaryClinton	"Remember: When @realDonaldTrump opens his mouth, our kids are listening.
https://t.co/pdphHQEzuk"
HillaryClinton	Tune in to watch Hillary speak live at @LULAC: https://t.co/NUfK6yQLlz https://t.co/Cgvyu85CEp
HillaryClinton	"""Latinos have to help us shape the future of America because you are the future of America.” —Hillary at @LULAC"
HillaryClinton	"""Latinos are 17% of our country’s population, but you hold only 2% of its wealth. There’s a disconnect here."" —Hillary at @LULAC"
HillaryClinton	"""We need to close the gender pay gap...Latinas earn just 55 cents for every dollar earned by a white man. That is just outrageous."" —Hillary"
HillaryClinton	"No one who works full-time in America should ever live in poverty.

We need to raise the minimum wage."
HillaryClinton	"Hillary's new college plan will help more students, especially students of color, afford college: https://t.co/A4pWb3fOf4"
HillaryClinton	"“For families making less than $125,000 a year, we’ll eliminate tuition at public colleges and universities.” —Hillary"
HillaryClinton	"""In my first 100 days…I will introduce comprehensive immigration reform with a path to citizenship.” —Hillary: https://t.co/JX8AWq6M7K"
HillaryClinton	"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home.

We have to fix this."
HillaryClinton	"Next week in Cleveland, Republicans will nominate someone who thinks “Latino outreach” is tweeting out a picture of a taco bowl."
HillaryClinton	".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division."
HillaryClinton	"Even @SpeakerRyan called Trump’s comments on Judge Curiel, “the textbook definition of a racist comment.”"
HillaryClinton	"""I will say what Donald Trump won’t: Judge Curiel is as American as I am and as American as Donald Trump."" —Hillary"
HillaryClinton	"When our kids are scared by our politicians and policy debates, it’s a sign something has gone badly off the rails. https://t.co/pdphHQEzuk"
HillaryClinton	"“We have to move our country and ourselves…toward a future that reflects the simple, timeless notion that all of us are equal.” —Hillary"
HillaryClinton	"One year in, the #IranDeal has put a lid on Iran’s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H"
HillaryClinton	"We’ve got to say with one voice that Latinos are a vital part of the American community.
https://t.co/feC7H7fQ4K"
HillaryClinton	Watch live as Hillary and Senator @TimKaine take the stage in Virginia → https://t.co/vKTzxN7tON
HillaryClinton	"""Every American stands in strong solidarity with the people of France"" —Hillary on the attack in Nice https://t.co/BBGgHucSE0"
HillaryClinton	"Thank you, Virginia and Senator @TimKaine. https://t.co/1xp7HVga0w"
HillaryClinton	"It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:
https://t.co/VpmloblDhS"
HillaryClinton	"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick. https://t.co/xuFClfZeLi"
HillaryClinton	"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House: https://t.co/7rBBdqe31P"
HillaryClinton	"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America. https://t.co/CdqSgz4tKV"
HillaryClinton	"If you like Donald Trump, you’re going to love his choice for vice president. https://t.co/5F5jIz89HA"
HillaryClinton	"Si tenías alguna duda que Trump continuará su peligroso plan para el país, conoce quién escogió para vicepresidente. https://t.co/C5649W1Ccn"
HillaryClinton	"Oficial: @realDonaldTrump acaba de escoger a Mike Pence para ser su vicepresidente. Aquí lo que debes saber de él:
https://t.co/aTbevohA7w"
HillaryClinton	Mike Pence: He’s Donald Trump with a different haircut. https://t.co/R2hYduGaym
HillaryClinton	Hillary on the situation in #Turkey. https://t.co/WwpeKFXwX1
HillaryClinton	"Donald Trump:
Always divisive.
Not so decisive.
https://t.co/4EFCQjT5FW"
HillaryClinton	"FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.
https://t.co/Amz2l9zkkY"
HillaryClinton	"""I long for the day that Roe v. Wade is sent to the ash heap of history."" —Trump's VP pick, Mike Pence https://t.co/Vpmlob42qk"
HillaryClinton	"Well, ​*we’ve*​ got plenty to say about Mike Pence. Here you go: https://t.co/LGbVGvN7F7"
HillaryClinton	"Bad for:
✔️ The economy
✔️ Women
✔️ Immigrants 
✔️ And *literally* the planet https://t.co/M0s5sQOGrd"
HillaryClinton	"Mike Pence would outlaw abortion.

And Donald Trump just made him his running mate. https://t.co/RLOgEFzW7S"
HillaryClinton	What kind of president do we want our kids looking up to? https://t.co/pdphHQmYCM
HillaryClinton	"We’ve got to say with one voice that Latinos are a vital part of the American community.
https://t.co/IfxluhqpKQ"
HillaryClinton	"La próxima semana, los republicanos nominarán a alguien que piensa que una campaña para la comunidad latina es tuitear un 'taco bowl'."
HillaryClinton	"Your potential next president on building a wall...
 
And bathrooms.
https://t.co/SRnJ0if63D"
HillaryClinton	"That time Donald Trump introduced his running mate...sort of.
https://t.co/uJR7U53Cee"
HillaryClinton	Hillary's statement on the shooting in Baton Rouge. https://t.co/4a0MVF3025
HillaryClinton	"Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency:
https://t.co/dp65Gh93JC"
HillaryClinton	"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H"
HillaryClinton	"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —@Lin_Manuel
https://t.co/lECRboARmZ"
HillaryClinton	"Getting rid of gun-free school zones.
Banning Muslims entering the country.

What you need to know about Trump: https://t.co/FeUD3bKX9T"
HillaryClinton	"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
https://t.co/o6hvBy05t2"
HillaryClinton	I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration. https://t.co/Dro1zQlvJv -H
HillaryClinton	Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win: https://t.co/Mt3d0p6MCa
HillaryClinton	"Confessions of a Republican:

""I was a Republican... Trump, he's a different kind of man. This man scares me.""
https://t.co/RP27BMtE1z"
HillaryClinton	"Donald Trump: We're going to do everything we can to make sure you never become president. https://t.co/yGdMuVf89k
https://t.co/1wuz7YrMdW"
HillaryClinton	Watch live as Hillary speaks to the @NAACP in Cincinnati: https://t.co/4TN7AE50zt
HillaryClinton	"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary"
HillaryClinton	"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better."""
HillaryClinton	We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.
HillaryClinton	"Fixing the mass incarceration crisis.
Dismantling the school-to-prison pipeline.
Helping the formerly incarcerated.

It's time to act."
HillaryClinton	People who care about protecting the lives of police officers should be committed to getting assault weapons off our streets.
HillaryClinton	"""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary"
HillaryClinton	White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.
HillaryClinton	Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.
HillaryClinton	"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that."""
HillaryClinton	"We're watching the Party of Lincoln become the Party of Trump.

That's not just a loss for our country—it's a threat."
HillaryClinton	"""As Dr. King said, 'Our lives begin to end when we become silent about things that matter.' None of can afford to be silent."" —Hillary"
HillaryClinton	"""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary"
HillaryClinton	Commit to vote today to show @realDonaldTrump we're #StrongerTogether: https://t.co/hPtEBqwrKy
HillaryClinton	"""No nos representas. Tus ideas no nos representan. Tus valores no nos representan""
Carta abierta a Trump. Firma hoy: https://t.co/LnuTNGzIvs"
HillaryClinton	We can't let these two anywhere near the White House. https://t.co/lcvUYk0Fiy
HillaryClinton	"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS https://t.co/louCjPXhaZ"
HillaryClinton	"Today’s #RNCinCLE theme: “Law and Order.”
https://t.co/CSpr7PgkMS"
HillaryClinton	"Lincoln called it ""terrible."" FDR said he hated it.

@realDonaldTrump? ""I love war.""
https://t.co/oHhEojIC1z"
HillaryClinton	"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H"
HillaryClinton	"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE
https://t.co/esmsUx29iH"
HillaryClinton	Meet the starting line-up for Team Trump at the #RNCinCLE: https://t.co/RmVXAzOGoR https://t.co/qt5WajUmF6
HillaryClinton	Republicans say the world doesn't respect us. The world disagrees. #RNCinCLE https://t.co/xDCAikvvUo
HillaryClinton	"Republicans have a lot of nice things to say—when it's not an election year. Thanks, Mayor Giuliani. #RNCinCLE https://t.co/h24PKVqPFE"
HillaryClinton	"Trump took over $100,000 from emergency 9/11 funds for small businesses—for his swanky Wall Street property. https://t.co/fToO6xAchz"
HillaryClinton	"When @realDonaldTrump makes you mad, chip in to make him…sad! https://t.co/VEDD5mvPGc https://t.co/LJ36UTZeGz"
HillaryClinton	"Chip in $1 if you agree we can’t let Trump “win so big.” #RNCinCLE  https://t.co/VEDD5meehC
https://t.co/EKipgiSDky"
HillaryClinton	A good reminder. #RNCinCLE https://t.co/h64AePQG0x
HillaryClinton	"A small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment.
https://t.co/9LMPenOZue"
HillaryClinton	Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. https://t.co/Hmi5wxOXpz
HillaryClinton	"We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: https://t.co/ydtr1uvO1o
https://t.co/TIueo6853B"
HillaryClinton	"""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" —@BarneyFrank
https://t.co/AXnllFHCTL"
HillaryClinton	"We think Trump's been involved in more than 5,500 lawsuits. We're going to try and read them all in 4 hours: https://t.co/uEDYLIKkFk"
HillaryClinton	"2,016 and counting: We're reading thousands of lawsuits involving @realDonaldTrump live on Facebook. https://t.co/uEDYLIKkFk"
HillaryClinton	"""He's built his empire on other people's backs."" —A small business owner who Donald Trump still owes $30,000
https://t.co/i51CBQqWCk"
HillaryClinton	Just 10 minutes left to finish reading Trump's lawsuits. Think we can make it? Tune in now: https://t.co/uEDYLIKkFk https://t.co/jpZ1a750Sx
HillaryClinton	"1973: 
 
Donald Trump is sued for housing discrimination.
Hillary begins her career at the Children's Defense Fund. https://t.co/mE1p5ac3yw"
HillaryClinton	"Live from HQ: @BrynneCraig, @LorellaPraeli, and @JessLivMo introduce our 3 Million Stronger voter registration goal: https://t.co/7jW5sbh6Hp"
HillaryClinton	We watched the first night of the #RNCinCLE so you didn't have to. Some of the worst of what we heard: https://t.co/8AGAgdtguz
HillaryClinton	"On this day in 1984, @TheDemocrats nominated Geraldine Ferraro—the first woman VP nominee on a major party ticket. https://t.co/DzB7PdyABY"
HillaryClinton	Donald Trump just became the Republican nominee. Chip in now to make sure he never steps foot in the Oval Office. https://t.co/GjshXP4BAG
HillaryClinton	Let's do this. https://t.co/DtYYBDTWE6
HillaryClinton	"Your potential next president doesn't think filing for bankruptcy is a bad thing.
https://t.co/90wQovS9A4"
HillaryClinton	Senator McConnell can be very complimentary—when you're not on the ballot. #RNCinCLE https://t.co/RA9bCeaDht
HillaryClinton	"The Republican Party platform is so hateful, you'd think Donald Trump wrote it himself. https://t.co/AC4VPRtY4M"
HillaryClinton	"Not according to your anti-woman, anti-LGBT, anti-immigrant @GOP platform. #RNCinCLE https://t.co/I2W1cvyrrQ"
HillaryClinton	"If you think Chris Christie can lecture anyone on ethics, we have a bridge to sell you. https://t.co/c1nkZojJFL #RNCinCLE"
HillaryClinton	"This small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment. https://t.co/i51CBQ9lKM"
HillaryClinton	"Lots of talk of ""talent and drive"" about someone who repeatedly drives his businesses into the ground. #RNCinCLE https://t.co/ZpbJL2BgXv"
HillaryClinton	"You're too kind, @SenCapito. #RNCinCLE https://t.co/Onui0YFCNh"
HillaryClinton	"If Donald Trump wants to make America great again, he should start by actually making things in America.
https://t.co/kKeJadUVce"
HillaryClinton	It's not brain surgery: Republicans tend to be a bit more truth-y when the presidency isn't on the line. #RNCinCLE https://t.co/LX3y5Iq7p7
HillaryClinton	"Yeah, Donald Trump has been a real gem to working women. #RNCinCLE https://t.co/LmUZI1J8KQ"
HillaryClinton	"So...what exactly did we learn tonight about Donald Trump's economic plan? #RNCinCLE
https://t.co/GI51bfHSsi"
HillaryClinton	"On the #RNCinCLE's ""economy night,"" here's everything we learned about Donald Trump's economic plan: https://t.co/GI51bfZtQS"
HillaryClinton	"Five disturbing things the GOP officially stands for (yes, in 2016): https://t.co/YpwVUr5Fow"
HillaryClinton	"Trump doesn't represent us or our values. Join the 100,000 people who have already signed our letter if you agree: https://t.co/1ftZ6mCAHZ"
HillaryClinton	"""He won me over with that Mexican rapist speech."" —Ann Coulter on Donald Trump https://t.co/GTNOhKYMA2"
HillaryClinton	"""I will bring people together."" —@realDonaldTrump

Yeah, we don't think so.
https://t.co/ckcYkBz8Tx"
HillaryClinton	"Trump says he'd run the U.S. like his businesses.

Which pretty much means letting America go bankrupt. https://t.co/2aEDjaNX0M"
HillaryClinton	"Last night's #RNCinCLE theme: ""Make America Work* Again""

*Instructions not included https://t.co/r1sIlw7XFY"
HillaryClinton	"This week in 1848, the Seneca Falls Convention declared that women deserve equal rights.

168 years later... https://t.co/h0TXCr4Rn4"
HillaryClinton	What our president says matters. We can't let @realDonaldTrump's hateful words speak for us. https://t.co/L8WymYbvls
HillaryClinton	Trump or Pence: Who said it worse? It's a close call. https://t.co/1SgYUICguz
HillaryClinton	"Whose rights has Mike Pence restricted?
✓Women
✓Immigrants
✓LGBT people https://t.co/mpWiUDRvxM"
HillaryClinton	"I applaud the 5th Circuit for blocking Texas's voter ID law—one of the most restrictive in America. Let's make voting easier, not harder. -H"
HillaryClinton	Hillary on the passing of Rep. Mark Takai. https://t.co/wzVKFaUF1y
HillaryClinton	Fact check: The #RNCinCLE speakers are lying to America—at least 67 times so far. https://t.co/KlfQ71l6Tn
HillaryClinton	"Neo-Nazis, white supremacists, and anti-Semites: three groups @realDonaldTrump is bringing together.
https://t.co/I4aaPQgqbn"
HillaryClinton	"Very big of you, @MarcoRubio. #RNCinCLE https://t.co/1aVwsiIRpK"
HillaryClinton	"""Pathological liar.""
""Out of a psychology textbook.""
""Narcissist."" —@tedcruz on Trump, 78 days ago #RNCinCLE
https://t.co/sQOnXYpKdE"
HillaryClinton	We made this when we thought Newt might be Trump’s VP pick. He wasn’t. Here you go anyway! #RNCinCLE https://t.co/HGZ55tJpTY
HillaryClinton	"A few things you should know about Trump's V̶P̶ ̶p̶i̶c̶k̶ convention speaker, Newt Gingrich. #RNCinCLE
https://t.co/6oIENhBl93"
HillaryClinton	Donald Trump chose one of the most anti-LGBT politicians in the country to be his Vice President. #RNCinCLE https://t.co/krj1yThzKp
HillaryClinton	"If you thought Donald Trump was going to pick a running mate who would appeal to moderates, think again. https://t.co/ZTYI5MnMYq"
HillaryClinton	"You don't say, Mike. #RNCinCLE https://t.co/rmW3NOw0ac"
HillaryClinton	Mike Pence tried to legalize LGBT discrimination in Indiana—and cost the state millions in the process. https://t.co/EPBBLI0ykc #RNCinCLE
HillaryClinton	Don’t boo—buck Trump 👉 https://t.co/factruSMZC #RNCinCLE https://t.co/wc79MBcevV
HillaryClinton	Vote your conscience. https://t.co/xahMq2sU1q
HillaryClinton	"Donald Trump is...occasionally right. #RNCinCLE
https://t.co/K0V5FdfeQq"
HillaryClinton	"""You do not represent us.
Your ideas don’t represent us.
Your values don’t represent us.""

Add your name: https://t.co/FBJQBhjvNa"
HillaryClinton	Introducing #TrumpYourself: Discover what @realDonaldTrump thinks about people like you. https://t.co/cSY7ozT4tr https://t.co/KvVt2tGwFd
HillaryClinton	"""If I were in charge, they would know...waterboarding is how we'd baptize terrorists."" —Sarah Palin, Trump supporter https://t.co/IZamSzbE7q"
HillaryClinton	Now we know what Trump really thinks about us. Sad! https://t.co/o3ohaHfR77 #TrumpYourself https://t.co/rYYXMCLjyr
HillaryClinton	Hillary's spent her career helping others. @realDonaldTrump? He only helps himself. A side-by-side comparison: https://t.co/iscRzdQqo5
HillaryClinton	"""A sniveling coward"" 
""Carnival barker""
Just some of the things Republicans at the #RNCinCLE have said about Trump: https://t.co/3EfPjKc5NH"
HillaryClinton	Now might be a good time to follow us on Snapchat. https://t.co/NEpNSdyNzs https://t.co/k1oxo6N0CC
HillaryClinton	It’s hard to keep track of all of the ignorant and divisive things Trump and Pence have said—so we did it for you. https://t.co/lZNVJBHgTh
HillaryClinton	Mike Pence introduced himself to America last night. Here's what we learned—and what he forgot to mention: https://t.co/vPZq24FSJh
HillaryClinton	"""Dummy.""
""Slob.""
""Animal.""

Here's what @realDonaldTrump has said about you: https://t.co/o3ohaHfR77 #TrumpYourself"
HillaryClinton	"So much for party unity.
https://t.co/YO81aWoyR9"
HillaryClinton	"""It's pretty obvious he doesn't know a lot about the issues."" —@SenateMajLdr on Trump

We couldn't agree more, Mitch https://t.co/YO81aW6XZB"
HillaryClinton	"Introducing ¡Hillary en español!, a new account to bring you the latest from this campaign in Spanish. Follow @Hillary_esp."
HillaryClinton	"""I already have a concentration camp...it's called Tent City."" —Joe Arpaio, Trump endorser and #RNCinCLE speaker https://t.co/KH0K2q50em"
HillaryClinton	.@MarshaBlackburn has the best words when you're not running for president. #RNCinCLE https://t.co/iSWmSK80Bm
HillaryClinton	"Follow @TheBriefing2016 tonight for live fact-checking of Donald Trump’s #RNCinCLE speech. The best facts, in fact."
HillaryClinton	About @realDonaldTrump's views on working women and pregnancy. https://t.co/LmUZI1J8KQ
HillaryClinton	👀  #RNCinCLE https://t.co/EIZ0bU9lcu
HillaryClinton	Show @realDonaldTrump that his hateful words have a cost. Chip in $1 every time he lies. https://t.co/V2keRkBYDS https://t.co/8JFHZNCeET
HillaryClinton	"If Trump wants to talk about debt, let’s start with the $34 trillion (that's a ""t"") his tax plan would run up. https://t.co/n8ZdJJnSSg"
HillaryClinton	Let's review the record. https://t.co/l1ntdZY9fM
HillaryClinton	.@TheEconomist ranked a Donald Trump presidency as the third greatest threat to the global economy. #RNCinCLE https://t.co/XyvcFbZ6s1
HillaryClinton	"You are not our voice, @realDonaldTrump."
HillaryClinton	Trump is right about one thing. #RNCinCLE https://t.co/oU8lr9hqMd
HillaryClinton	"Here's how the Republican ticket would ""protect"" LGBT Americans. #RNCinCLE https://t.co/bcHNM1EMxL"
HillaryClinton	"Your party's official platform supports “conversion therapy,”  @realDonaldTrump. https://t.co/RhgfCSNSxR"
HillaryClinton	We are better than this.
HillaryClinton	Every 👈  time 👈 @realDonaldTrump 👈 makes 👈 you 👈 mad 👈 chip 👈 in👈  $1. https://t.co/dMjk7sxuSh https://t.co/yoDchxFpPZ
HillaryClinton	History is watching. https://t.co/pdphHQmYCM
HillaryClinton	"""I’m with you*"" —@realDonaldTrump

*Not included: women, African Americans, LGBT people, Muslims, Latinos, immigrants..."
