handle	text
HillaryClinton	"Our kids see the president as a role model. How will they see Donald Trump?
https://t.co/xOxe3LdL70"
HillaryClinton	My heart breaks for the family of the officer killed in Arkansas today. Grateful for his service to his community. -H
HillaryClinton	"Unlike Donald Trump's, our campaign is about issues—not insults. https://t.co/puVZP5iFRE https://t.co/pB0DcV1TeP"
HillaryClinton	1979. https://t.co/VYTglhPyfO
HillaryClinton	"It can be difficult to muster outrage as frequently as Donald Trump should cause it, but his smear against President Obama requires it."
HillaryClinton	"No, Barack Obama is not the founder of ISIS."
HillaryClinton	"Anyone willing to sink so low, so often should never be allowed to serve as our Commander-in-Chief."
HillaryClinton	Hillary is speaking live from Detroit on the economy. Don’t miss it. Tune in now: https://t.co/YgVauYf0Ol
HillaryClinton	"When Trump visited Detroit on Monday he talked only of failure, poverty, and crime.

He’s missing so much about what makes Michigan great."
HillaryClinton	"We are resilient, determined, and hard-working. There’s nothing America can’t do if we do it together."
HillaryClinton	"Every American willing to work hard should be able to find a job that provides dignity, pride, and decent pay that can support a family."
HillaryClinton	One of the many stark choices we face in this election. https://t.co/sCQJXB7mEV
HillaryClinton	"Starting on day one, we will work with both parties to pass the biggest investment in new, good-paying jobs since World War II."
HillaryClinton	"""Some country is going to be the clean energy superpower of the 21st century and create millions of jobs...I want it to be us."" —Hillary"
HillaryClinton	We’re going to invest $10 billion in “Make it in America” partnerships to support American manufacturing: https://t.co/21iaJ5hq7X
HillaryClinton	Donald Trump has spent his whole career stiffing small businesses. https://t.co/i51CBQ9lKM
HillaryClinton	"The people taking care of our children and our parents deserve a good wage, good benefits, and a secure retirement."
HillaryClinton	Let’s fight to make college tuition-free for the middle class and debt-free for everyone: https://t.co/BNZJ6ScplY
HillaryClinton	"It’s not right that Donald Trump can ignore his debts, but students and families can’t refinance theirs."
HillaryClinton	"A four-year degree shouldn’t be the only path to a good job. You should be able to learn a skill, practice a trade, and make a good living."
HillaryClinton	We’re going to invest in union training programs and apprenticeship programs so you can earn while you learn: https://t.co/sbbiIqIz0c
HillaryClinton	"""As president, I will stand up to China and anyone else who tries to take advantage of American workers and companies."" —Hillary"
HillaryClinton	"Trump may talk a big game on trade, but his approach is based on fear, not strength—fear that we can’t compete with the rest of the world."
HillaryClinton	"If @TeamUSA was as fearful as Trump, Michael Phelps and Simone Biles would be cowering in the locker room.

America isn’t afraid to compete."
HillaryClinton	"One positive thing Trump could do to make America great again?

Actually make great things in America: https://t.co/lg8Xqwblam"
HillaryClinton	"Every employee, from the CEO suite to the factory floor, contributes to a business’ success, so everybody should share in the rewards."
HillaryClinton	Multi-millionaires should not be able to pay a lower tax rate than their secretaries: https://t.co/XFX93S1Vgh
HillaryClinton	"Trump would give trillions in tax cuts to big corporations, millionaires, and Wall Street money managers. https://t.co/tymag0QkLx"
HillaryClinton	Trump wants to eliminate the estate tax. What that would mean: his family gets a $4 billion tax cut. 99.8% of Americans get nothing.
HillaryClinton	The 400 richest taxpayers in America would get an average tax cut of more than $15 million a year from the Trump loophole.
HillaryClinton	"Trump wants to give trillions in tax breaks to people like himself.

Instead, let’s invest in our veterans, kids, schools and police."
HillaryClinton	"Strengthening unions doesn’t just serve their members—it leads to better pay, benefits, and working conditions for all employees."
HillaryClinton	"""One of the reasons I asked Tim Kaine to be my running mate is that he...has a record of working across the aisle."" https://t.co/CNwtLVWl8n"
HillaryClinton	Let’s go out and build the future. https://t.co/OvGzoPTtwg
HillaryClinton	It's not just a value—it's a real plan. https://t.co/OvGzoPTtwg https://t.co/hI6Ip27HHm
HillaryClinton	"Trump wants America to work for him and his friends.

We need to build an economy that works for everyone.
https://t.co/p0bpzITUpv"
HillaryClinton	"Congrats on bringing home the gold and silver, Simone and Aly. We’re all so proud of you! -H https://t.co/oqYrHXmZTH"
HillaryClinton	".@TeamUSA at the White House, circa 2000. #TBT
https://t.co/cix9dny7PU"
HillaryClinton	"Why is @realDonaldTrump refusing to release his tax returns? Some ideas:
https://t.co/M4MSBo6c9O"
HillaryClinton	"🎧 Just launched: With Her, our official campaign podcast. Subscribe and listen to Episode 1: https://t.co/IIzDVOt3r4"
HillaryClinton	You can also listen to the first episode of With Her by streaming here: https://t.co/BVmjS8MFWn
HillaryClinton	Here's why Donald Trump might be refusing to release his tax returns: https://t.co/M4MSBonNyo
HillaryClinton	Here's a pretty incredible fact: There is a non-zero chance that Donald Trump isn't paying *any* taxes. https://t.co/Aefxj6CKCd
HillaryClinton	"Last night, U.S. Olympic swimmer @Simone_Manuel won gold and made history. https://t.co/fShTxbpX2x"
HillaryClinton	LGBT kids are perfect the way they are. They deserve love and acceptance—not bullying and violence. https://t.co/RXcjvISf3O
HillaryClinton	Many people are saying Trump won't release his tax returns because he's hiding something. What do you think it is?
HillaryClinton	"As track and field begins, we're honoring Wilma Rudolph: the first U.S. woman to win 3 track golds in one Olympics. https://t.co/HW10MpbVuR"
HillaryClinton	"Press play for a preview of the new campaign podcast With Her. Stream the full episode here: https://t.co/3B2EmK8eDc
https://t.co/G6TVuRAgIO"
HillaryClinton	We need to make sure every American has high-speed internet access. And we will: https://t.co/jAszaFw1t3 https://t.co/fPOueqdTba
HillaryClinton	The choice on jobs is pretty clear: See how your state would fare under Hillary vs. Trump. https://t.co/xIrmB63qg6
HillaryClinton	This is what @realDonaldTrump would do to your state's economy. https://t.co/t59VH8sa9e
HillaryClinton	"59 million Americans get help from Social Security. On its 81st anniversary, let's recommit to protecting it. https://t.co/1YMaSX14VF"
HillaryClinton	"Well said, Coach Auriemma. Keep winning, @USABasketball. https://t.co/1paG3IC51b"
HillaryClinton	"Yesterday, @ShotDiva made Olympic history with her gold medal in women's shot put (@TeamUSA's first!). https://t.co/ih1HYqnP8U"
HillaryClinton	No family should have to spend more than 10% of its income on quality child care. https://t.co/ReC2DZCjlM https://t.co/TFYDN6VYJj
HillaryClinton	The senseless murders of Imam Maulama Akonjee and Thara Uddin are heartbreaking. This kind of heinous act has no place in America. -H
HillaryClinton	"Trump says, ""I know more about ISIS than the generals do, believe me."" 

You know what? We don't.
https://t.co/OynjnrpRbJ"
HillaryClinton	"If Donald Trump becomes president, he'll game America's whole tax system to make himself richer. Seriously. https://t.co/s82te3rlRP"
HillaryClinton	"Four years in, DACA has helped more than 700,000 undocumented people to live without fear. Let's build on it: https://t.co/Xw6IkKPSIQ"
HillaryClinton	".@JoeBiden’s hitting the trail with Hillary in Scranton, folks. Tune in now: https://t.co/zFvHUT7UQ2 https://t.co/xbqUILQKGB"
HillaryClinton	"""No matter how far he travels, @JoeBiden never forgets where he’s from."" —Hillary in Scranton https://t.co/UnJ1zs3qXW"
HillaryClinton	Joe passionately believes in the basic bargain that makes America great—that our economy should work for everyone—not just those at the top.
HillaryClinton	Joe is now leading a new Cancer Moonshot initiative to fund breakthroughs and save lives in honor of his son Beau. https://t.co/ofgoaD7t0V
HillaryClinton	"""No matter where life takes me I always remember I am the granddaughter of a factory worker and the daughter of a small business owner."""
HillaryClinton	"No matter what Donald Trump says, America is great, and the American Dream is big enough for everyone to share in its promise."
HillaryClinton	"Under @POTUS and @JoeBiden:
✓ Our businesses created 15 million new jobs.
✓ 20 million people have health care.
https://t.co/2SCUXK3VAP"
HillaryClinton	We’re going to make college debt-free for all and help millions of people struggling with existing student debt: https://t.co/l3h7YDCX3d
HillaryClinton	"Donald Trump would give trillions in tax cuts to big corporations, millionaires, and Wall Street money managers."
HillaryClinton	Trump's called for a new tax loophole—the Trump Loophole. He'd pay less than half the current tax rate on income from many of his companies.
HillaryClinton	"Trump wants to eliminate the Estate Tax. It would save the Trump family $4 billion, but it would do nothing for 99.8% of Americans."
HillaryClinton	"Under Trump's child care plan, hardworking families that can’t afford child care in the first place would get little to no real help."
HillaryClinton	Providing a “Trump Kids Club” for your paying customers is not the same thing as providing real child care for your workers.
HillaryClinton	"Trump says he won’t tell anyone what he’ll do about ISIS because he wants to keep his plan “secret.”

Well, the secret is he has no plan."
HillaryClinton	"""A man you can bait with a tweet is not a man you can trust with nuclear weapons.” —Hillary on @realDonaldTrump"
HillaryClinton	There’s no doubt about it—Donald Trump is temperamentally unfit and totally unqualified to be president of the United States.
HillaryClinton	"Take out your phone and text JOIN to 47246.

We’re hiring organizers right here in Pennsylvania and across the country."
HillaryClinton	"“As Scranton has always had my back, we—all of us—are going to have your back, Hillary.” —@JoeBiden"
HillaryClinton	"""Home is where your character is stamped, where it’s stamped into your soul. Where your values are set.” —@JoeBiden"
HillaryClinton	"“No one is more worthy than you, and everyone is your equal.” —@JoeBiden"
HillaryClinton	"""What Hillary’s all about is making sure every one of you…can look your child in the eye and say…everything is gonna be ok.” —@JoeBiden"
HillaryClinton	"“There’s only one person in this election who will...help you, and that is Hillary Clinton.” —@JoeBiden"
HillaryClinton	“This guy doesn’t care about the middle class...he doesn’t understand it. He doesn’t have a clue.” —@JoeBiden on Donald Trump
HillaryClinton	"""Donald Trump has no clue what it takes to lead this great country.” —@JoeBiden"
HillaryClinton	"""Trump’s ideas are not only profoundly wrong, they’re dangerous and they’re very un-American.” —@JoeBiden https://t.co/tV4Cfp982z"
HillaryClinton	"""It’s a recipe for playing into the hands of terrorists and their propaganda.” —@JoeBiden on Trump’s foreign policy rhetoric"
HillaryClinton	"“She’s strong. She’s respected. She’s admired. There’s nothing that she doesn’t understand about America’s place in the world."" —@JoeBiden"
HillaryClinton	"Trump's candidacy alone is undermining our national security.

Imagine if he were to become president. https://t.co/OynjnrHsAj"
HillaryClinton	"You oppose reproductive rights, support ""conversion therapy,"" and proposed a Muslim ban. https://t.co/H04wanQIub"
HillaryClinton	"Whenever you hear Trump talk about foreign policy, picture him in the Situation Room making decisions for all of us. https://t.co/7QBVFziTdN"
HillaryClinton	We have some questions about Donald Trump's cozy relationship with Russia. https://t.co/N6ySNILYMx
HillaryClinton	"The story of the Rodhams and the Bidens isn't unique. What's unique is the country where those stories were written.
https://t.co/xUQW6ashqy"
HillaryClinton	"""The place of your birth should never be a barrier."" A letter to young undocumented people on DACA's anniversary: https://t.co/4dDrLvefeM"
HillaryClinton	Vice President @JoeBiden had the keys to our Instagram today. Check it out: https://t.co/N09gfgmFmN https://t.co/W6rlqb9C6N
HillaryClinton	Both candidates have laid out economic plans. See how each would impact your state: https://t.co/BM2Fpk8lwA
HillaryClinton	"Donald Trump says he'll create a new test for immigrants.

It's a test he'd fail.
https://t.co/LZoCq8bJFx"
HillaryClinton	Trump's top adviser was designated $12.7 million from pro-Russia forces in Ukraine. That's the tip of the iceberg. https://t.co/4tYa2Y4nN9
HillaryClinton	"You should be able to learn a skill, practice a trade, and make a good living doing it. https://t.co/vNEHs6UJmo"
HillaryClinton	"“@TeamUSA is showing the world what this country stands for. I am proud of our team."" —Hillary in Philadelphia: https://t.co/byKmrx9XZy"
HillaryClinton	"Be a part of this: Get registered to vote, and ask everyone you know to register, too. https://t.co/tTgeqxNqYm"
HillaryClinton	"It’s not just that Trump doesn’t know what he’s talking about when it comes to national security. His words are dangerous, and they hurt us."
HillaryClinton	"Last night, @allysonfelix won her 7th Olympic medal. Congrats to the most decorated woman in the history of @USATF! https://t.co/3LmdDx8iqn"
HillaryClinton	"""This man is totally, thoroughly unqualified to be president."" —@JoeBiden on @realDonaldTrump
https://t.co/ZfFj9ZXsfD"
HillaryClinton	Closely monitoring the flooding in Louisiana &amp; Mississippi. The @RedCross is helping displaced families in need: https://t.co/sSYTbQMndP -H
HillaryClinton	"Trump's idea for a new immigration test: ""Those who...support bigotry and hatred will not be admitted.""

Awkward. https://t.co/LZoCq7U8NZ"
HillaryClinton	"If you were born between 1980 and 2002, Hillary has big plans to help you. https://t.co/4XCf0d3j7R"
HillaryClinton	"Today, @Simone_Biles landed a spot in history as the first woman from @USAGym to win 4 golds. Well done, Simone! https://t.co/WldxYrC2ep"
HillaryClinton	One candidate would help millions of hardworking Americans. The other would only help those at the top. https://t.co/qlnXNZiZmh
HillaryClinton	Watch live: Hillary’s speaking in Cleveland about building an economy that works for everyone → https://t.co/EsqAmcnrnC
HillaryClinton	"We’ve got to get the economy working for everybody, not just those at the top. Too many families are feeling financial stress."
HillaryClinton	"If you do your job, you’re supposed to be rewarded for your work, not stiffed. https://t.co/un2YiRLEYF"
HillaryClinton	The choice on jobs in this election (it’s not a hard one). https://t.co/C6X7yq9CQB https://t.co/nv4lJmUdsK
HillaryClinton	The Trump Loophole would let millionaires cut their tax rates in half and do nothing for 99.8% of Americans. https://t.co/xmbflUy84w
HillaryClinton	"Donald Trump is still the same man who insults Gold Star families, demeans women, and mocks people with disabilities."
HillaryClinton	"With just 83 days until Election Day, Trump hired one of the most extreme right-wing voices to run his campaign. https://t.co/geausYW6oD"
HillaryClinton	Trump boasts the support of some of the most extreme voices in politics. Now one of them runs his campaign: https://t.co/A6h02WDYfd
HillaryClinton	We can't let @realDonaldTrump become our next president. https://t.co/1zdOOMfync https://t.co/ZvUEIBDGMa
HillaryClinton	"Donald Trump just hired the head of an extreme, right-wing ""news"" organization to run his campaign. https://t.co/tswSCdkiBy"
HillaryClinton	"Trump is running a cynical campaign of hate and fear, and he's got a new campaign chief to match. https://t.co/wSgKlxxebU"
HillaryClinton	Let’s make sure it does on Election Day → https://t.co/iWKBOE1i18 https://t.co/41ebkLl4pb
HillaryClinton	"At the 1988 Olympic games, Jackie Joyner-Kersee became the first woman to win gold in the long jump for @TeamUSA. https://t.co/SM21RY7QWn"
HillaryClinton	"Does Trump actually pay his fair share in taxes? Until he releases his tax returns, voters won't know for sure. https://t.co/UrZYsUo712"
HillaryClinton	"We know that giving millionaires huge tax breaks doesn't help our economy. So why would we try it again, Donald? https://t.co/Js7FhLOZxW"
HillaryClinton	Donald Trump's plan: a multi-billion dollar tax cut for himself and the wealthiest Americans https://t.co/he2KkNcaMm
HillaryClinton	Don't waste it. Make sure you're registered to vote: https://t.co/tTgeqy51PU https://t.co/XA0iPATVmR
HillaryClinton	"""@Wired sees only one person running for president who can do the job: Hillary Clinton."" https://t.co/SQ7hsOaHyl"
HillaryClinton	"Donald Trump promised to release his tax returns if he ran for office.
 
Now? ""It's none of your business.""
https://t.co/ihL7TlW0Xh"
HillaryClinton	Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0. https://t.co/iEjXi24GGR
HillaryClinton	Glad to see that the Justice Department is ending the use of private prisons. This is the right step forward. -H https://t.co/5IxHvGULtR
HillaryClinton	"Congrats to @usatf's @Bri_Rollin, @ItsPooda, and @KristiHollywood on their historic podium sweep last night. https://t.co/K0vkob8BOc"
HillaryClinton	Priorities. https://t.co/vcpYClUtxw https://t.co/H9ULZ9f9Hg
HillaryClinton	"45 years later, I couldn’t be happier to have you by my side. Happy birthday, Bill! -H https://t.co/KDhgLsNr7K"
HillaryClinton	"The flooding in Louisiana is worse than anyone expected, and they need our support. Here's how you can help: https://t.co/nihT10OvRk"
HillaryClinton	"Why do Trump and Putin keep saying all the same things? (Hint: It's not Manafort.)
https://t.co/OVMdxHaHUE"
HillaryClinton	Today is @BillClinton's birthday! It's not too late to sign his card here: https://t.co/30Uxor2066
HillaryClinton	So who exactly is advising Trump on foreign policy? https://t.co/OVMdxGT736
HillaryClinton	"When the IOC introduced women's wrestling in 2004, @Helen_Maroulis dreamed of gold. Yesterday that dream came true. https://t.co/ZvyuQYK36v"
HillaryClinton	This is so ignorant it’s staggering. https://t.co/t2fZl9sqKs
HillaryClinton	Trump says he hires the best people. This is what he means: https://t.co/FvCVcmLLCY
HillaryClinton	"This week, Donald Trump suddenly tried to claim that he has some ""regrets."" About that... https://t.co/6Igq6bOIZG"
HillaryClinton	"""I don't regret anything."" —Donald Trump, August 2, 2016
https://t.co/TWj7QwVQMP"
HillaryClinton	Let's send Donald Trump a message in November: We're not going back. https://t.co/85ovKr3y2x
HillaryClinton	Trump’s tax plan could give his own family a $4 billion tax break. Here's what we could do with that money instead: https://t.co/89rNgjYcGk
HillaryClinton	Donald Trump has shown us who he is. We should believe him. https://t.co/TWj7QwEfVh
HillaryClinton	This choice is pretty straightforward. https://t.co/8D3Og1UM14 https://t.co/1pbwefsVLy
HillaryClinton	"If you dream it, you should be able to build it. https://t.co/uArcPunfFy https://t.co/qKg0MOHVBv"
HillaryClinton	"It's too late now to say sorry, Donald. https://t.co/TWj7QwEfVh"
HillaryClinton	This lifelong Republican wrote a letter to his daughter about why he's voting for Hillary this November: https://t.co/iqmnZaR7xN
HillaryClinton	There is so much more that unites us than divides us. That's why we're the greatest country on Earth. https://t.co/6uZVP0tjK9
HillaryClinton	"If you were president, how would you spend $4 billion? 
 
(One guess as to Trump's answer: https://t.co/9wj6zlbB7j)"
HillaryClinton	Donald Trump’s new message to African American voters isn’t just inaccurate. It’s outrageous. https://t.co/gozfbXa6Uw
HillaryClinton	"Congrats to Flint, Michigan's @ClaressaShields on her second Olympic gold medal for @TeamUSA. https://t.co/u2RA7GoDiy"
HillaryClinton	"Hillary met with Miami doctors to discuss the public health challenge of treating and preventing Zika.
https://t.co/kYPvsWiMDq"
HillaryClinton	"“Her mastery of issues and detail is unlike any politician I’ve met."" —@WIRED's editor-in-chief on Hillary https://t.co/GcA4lJiLbb"
HillaryClinton	"This week, Donald Trump made a shockingly ignorant pitch to African American voters. https://t.co/acxeolbsuv"
HillaryClinton	"""Everything I say I'm going to do, folks, I do."" —@realDonaldTrump

Here's why that's a disaster for our economy: https://t.co/KYzPrHnMHv"
HillaryClinton	The best way to help Louisianans affected by terrible flooding is to make sure they have the resources they need: https://t.co/lVjQXLZnV8
HillaryClinton	"One wrong move can be the difference between life and death when you're president.
https://t.co/Tpo3Spps9z"
HillaryClinton	".@TimKaine takes the mic in the latest episode of With Her, the official campaign podcast. Subscribe &amp; listen here: https://t.co/IIzDVOt3r4"
HillaryClinton	"In times of crisis, America depends on steady leadership, clear thinking, and calm judgment. https://t.co/Tpo3Sp7Ri1"
HillaryClinton	"Cheryl lost her husband in Iraq. Then Trump's company targeted her and scammed her out of $35,000. https://t.co/Wjz6zohMIT"
HillaryClinton	"“If I have the opportunity, I’ll do whatever I can to make things a little easier for you."" —Hillary to young women https://t.co/6xfdyQ3H4Y"
HillaryClinton	The stories behind some of the history-making women of @TeamUSA. https://t.co/S61LuCyMje https://t.co/dybz3cAJsg
HillaryClinton	"Have a beer with @TimKaine in the second episode of With Her, the official campaign podcast. Listen here: https://t.co/3B2EmKpQ1M"
HillaryClinton	Donald Trump's economic plan is rigged so rich people like him get tax cuts at the expense of everybody else. https://t.co/D0oOe5TVHC
HillaryClinton	"Tune in to watch Hillary on @JimmyKimmelLive, 11:35 ET/10:35 CT. https://t.co/drQevoF879"
HillaryClinton	"We heard Trump's demonizing comments on immigrants loud and clear the first time. And the second, third, fourth ...
https://t.co/uSSd7X0FzP"
HillaryClinton	"On average, it takes black women until today to catch up to white men's 2015 earnings. Time to close the pay gap. https://t.co/5eYBD4Y7Mr"
HillaryClinton	Small businesses are the backbone of our economy. We should focus on supporting them—not stiffing them. https://t.co/mHmnin9sOR
HillaryClinton	"The gender wage gap is even wider for women of color.

It's time to ensure equal pay. #BlackWomensEqualPay https://t.co/CLRq4Qq4iZ"
HillaryClinton	"Why would we give Trump's family a $4 billion tax cut when we could use that money to fix 8,000 bridges? https://t.co/fwD8O8o7eS"
HillaryClinton	"""No matter how daunting the odds, she never—ever—quits. That is the Hillary I know."" —@POTUS
https://t.co/2EpcMtnTXR"
HillaryClinton	"It's HFA Volunteer Day, and we're looking for 50,000 volunteers. Help us get there—find your friends on Facebook: https://t.co/ggUNnLHE4B"
HillaryClinton	A message from Hillary to young women everywhere: https://t.co/6xfdyQ3H4Y https://t.co/eEOcd3VsXi
HillaryClinton	EpiPens can be the difference between life and death. There's no justification for these price hikes. https://t.co/O6RbVR6Qim -H
HillaryClinton	Indiana organizer Hillary Rodham in 1976. Join her team: https://t.co/lJ4B5ZA92K https://t.co/cKu4LUhwzQ
HillaryClinton	Thinking about the people of both Italy and Myanmar as they respond to today's earthquakes. My heart goes out to the victims’ families. -H
HillaryClinton	FACT: The @ClintonFdn helps 11.5 million people with HIV/AIDS worldwide get their medication. https://t.co/wMAHC4u5RB
HillaryClinton	8 things you can do *today* to help elect Hillary: https://t.co/fFpvl62RMB
HillaryClinton	"""He is taking a hate movement mainstream. He has brought it into his campaign."" —Hillary to @andersoncooper on Trump"
HillaryClinton	"There's a reason the most hateful fringe of the right wing is supporting Donald Trump.
https://t.co/AqB3DM2m0N"
HillaryClinton	Thank you to the Orlando Health and Florida Hospital for showing empathy and kindness in the face of hate. -H https://t.co/2RODu7Y5bn
HillaryClinton	"Why do so many Ku Klux Klan members support Trump?

""A lot of what he believes, we believe in."" https://t.co/AqB3DLKL9f"
HillaryClinton	America has a lot to lose by electing Trump. But there’s one group in particular who has everything to gain. https://t.co/A6DFHnMOjd
HillaryClinton	Longtime Ku Klux Klan leader David Duke supports Donald Trump because they share so many of the same values. https://t.co/XuXznBEslA
HillaryClinton	Live from Reno: Hillary discusses why @realDonaldTrump's divisive rhetoric is so dangerous to our future → https://t.co/ha9uCsizby
HillaryClinton	"""Everywhere I go, people tell me how concerned they are by the divisive rhetoric coming from my opponent in this election."" —Hillary"
HillaryClinton	Donald Trump has built his campaign on prejudice and paranoia. He’s taking hate groups mainstream.
HillaryClinton	Trump is reinforcing harmful stereotypes and offering a dog whistle to his most hateful supporters.
HillaryClinton	"When Trump was getting his start in business, he was sued by the Justice Dept. for refusing to rent apartments to black and Latino tenants."
HillaryClinton	State regulators fined one of Trump’s casinos for repeatedly removing black dealers from the floor.
HillaryClinton	Trump first gained political prominence promoting the racist lie that President Obama isn’t really an American. https://t.co/WPM1I9PPN3
HillaryClinton	"In 2015, Trump launched his own campaign for president by describing Mexican immigrants as rapists and criminals. https://t.co/uSSd7XigYp"
HillaryClinton	"If Donald Trump doesn’t respect all Americans, how can he serve all Americans? https://t.co/Sp8nKxlocd"
HillaryClinton	Trump retweets white supremacists. He took a fringe bigot and spread his message to 11 million people. https://t.co/dEv9EdvXtJ
HillaryClinton	Trump famously posted an anti-Semitic graphic that first appeared on a white supremacist website. https://t.co/JgH87OylQC
HillaryClinton	"Trump refused to disavow the support of David Duke, a notorious former leader of the Ku Klux Klan. https://t.co/PD8bNwuS3c"
HillaryClinton	"When Donald Trump was asked about anti-Semitic slurs and death threats coming from his supporters, he refused to condemn them."
HillaryClinton	"Trump claimed that thousands of American Muslims in New Jersey cheered the 9/11 attacks.

They didn’t. https://t.co/mrFBlDza6y"
HillaryClinton	"Trump suggested that Ted Cruz’s father was involved in the Kennedy assassination.

Of course there’s absolutely no evidence of that."
HillaryClinton	Someone as detached from reality as Donald Trump should never be in charge of making decisions that are as real as they come.
HillaryClinton	Donald Trump is temperamentally unfit to be president of the United States.
HillaryClinton	Look at the policies Trump has proposed—they would put prejudice into practice. https://t.co/2AJqkb8JUs
HillaryClinton	Trump would form an armed deportation force to round up millions of immigrants and kick them out of the country. https://t.co/UNOvmzzaDO
HillaryClinton	"Trump would abolish this bedrock constitutional principle: if you’re born in the U.S., you’re an American citizen. https://t.co/JYJqHhMjsK"
HillaryClinton	"Trump would ban every Muslim around the world—1.5 billion men, women, and children—from entering the U.S. just because of their religion."
HillaryClinton	"Trump likes to say he only hires the ""best people,"" but he’s had to fire so many campaign managers it’s like an episode of the Apprentice."
HillaryClinton	"Trump hired the head of Breitbart ""News"" to be CEO of his campaign. Here's a sample of their work: https://t.co/y8loOnkbNu"
HillaryClinton	A fringe element has effectively taken over Trump’s campaign and the Republican Party. https://t.co/vJNBtpjpde
HillaryClinton	"There’s an old Mexican proverb that says “Tell me with whom you walk, and I will tell you who you are.”

We know who Trump is."
HillaryClinton	"20 years ago, when Bob Dole accepted the Republican nomination, he pointed to the exits and told any racists in the Party to get out."
HillaryClinton	"The week after 9/11, George W. Bush went to a mosque and declared for everyone to hear that Muslims 'love America just as much as I do.'"
HillaryClinton	"In 2008, John McCain told his own supporters that Barack Obama is an American citizen and ""a decent person."""
HillaryClinton	"""Every day, more Americans are standing up and saying 'enough is enough'—including a lot of Republicans. I’m honored to have their support."""
HillaryClinton	"Our rising generation of young Americans is the most open, diverse, and connected we’ve ever seen."
HillaryClinton	"This election is too important for anyone to sit out.

Text JOIN to 47246 or go to https://t.co/L7Dd6Uu8yR. Let’s go win this, together."
HillaryClinton	"Trump says he wants to ""make America great again,"" but his real message remains “make America hate again.” https://t.co/7u3h7PSIXZ"
HillaryClinton	"@Lesdoggg, no one deserves this—least of all someone who brings us so much joy. I'm with you. -H"
HillaryClinton	Trump asked what the African American community has to lose by voting for him. @MarlonDMarshall's response: https://t.co/ZJtX7d49bM
HillaryClinton	It's not a coincidence that white supremacists proudly support Trump. https://t.co/3OX4I1GSkr
HillaryClinton	"Trump's bigoted rhetoric and policy proposals aren't a dog whistle. We hear him loud and clear.
https://t.co/fPLy9wtTrM"
HillaryClinton	Donald Trump’s campaign of prejudice and paranoia is unlike anything we’ve seen—and it’s profoundly dangerous. https://t.co/av4EtesW6l
HillaryClinton	Republican leaders should take a look at who they're standing with. https://t.co/1sXhWgXx02
HillaryClinton	"Countless women fought to win the right to vote. On the anniversary of the 19th Amendment's adoption, let's recommit to protecting it. -H"
HillaryClinton	"We've made our union more perfect because people refused to be kept on the sidelines. Onward. #WomensEqualityDay
https://t.co/QugGOqb2yl"
HillaryClinton	"On this day in 1920, the 19th Amendment was adopted and many women won the right to vote. Let's break more ceilings. https://t.co/AGskZ5jhfK"
HillaryClinton	"Even as we celebrate the 19th Amendment, remember the struggle for voting rights continued for women of color. That fight continues today."
HillaryClinton	"On #WomensEqualityDay, celebrate your right to vote by making sure you're ready to exercise it: https://t.co/oQJdlV15S2"
HillaryClinton	"Yes, @realDonaldTrump really did say all of these hateful things. https://t.co/gEvIU8Ugmc"
HillaryClinton	"So what has the @ClintonFdn been up to? Helping millions of people get more affordable medicine to treat HIV/AIDS.
https://t.co/fhwF7iKUXp"
HillaryClinton	Happy #WomensEqualityDay from @realDonaldTrump. https://t.co/YfUdtygL4h
HillaryClinton	"Daughter, business owner, and immigrant: Meet Luisa—chaser of the American Dream.
https://t.co/yhGwROb937"
HillaryClinton	"Making it easier to live the American Dream means making it easier to start and grow a small business.
https://t.co/mOSa1W5Pyl"
HillaryClinton	Happy National Dog Day! https://t.co/qmpQsNQxGL
HillaryClinton	"You can learn a lot about a person by the company they keep.

Here's some of the company Trump keeps: https://t.co/1CjVayZG54"
HillaryClinton	Helping small businesses succeed is about more than policy—it's personal. https://t.co/mHmnin9sOR https://t.co/x0HTkkomBQ
HillaryClinton	Families across America are feeling the strain from prescription drug price-gouging. Here's how we'll take this on: https://t.co/FOTswQ6lXT
HillaryClinton	"Hillary's small business plan:
✓ cut paperwork
✓ improve funding access
✓ save businesses $
https://t.co/9qnsPZ5JXZ https://t.co/fi4rGU5oAZ"
HillaryClinton	"53 years ago, Dr. King told us his dream. Today, let's recommit ourselves to the march toward equality for all. https://t.co/YNicCxIZrU -H"
HillaryClinton	"When Trump was starting in business, he was sued by the Justice Department for refusing to rent to black tenants. https://t.co/k3Ga8jvHSu"
HillaryClinton	"We're stronger together—and the diversity of our athletes in Rio proved it.
https://t.co/YYflz51Y9Y"
HillaryClinton	"""The right to vote is still the most powerful nonviolent tool of transformation we have."" —@RepJohnLewis https://t.co/l0cGUBNlOK"
HillaryClinton	"Trump's housing company would mark black renters' applications with a ""C"" for ""colored""—then reject them. https://t.co/HzOwQNrnKi"
HillaryClinton	We have some questions about this letter from Donald Trump's doctor. https://t.co/0wd7ZSAUxw
HillaryClinton	"Dear Donald: You can't make America great again when you don't make things in America.
https://t.co/5MZTsOyzIH"
HillaryClinton	"Charity Watch called the @ClintonFdn ""one of the great humanitarian charities of our generation."" https://t.co/YqAIhcmI2P"
