date,room_sold,adr,revenue
11/15/2018,148,212.56,31459
11/16/2018,150,223.08,33463
11/17/2018,147,148.79,21872
11/18/2018,148,146.23,21643
11/19/2018,143,133.13,19038
11/20/2018,149,177.86,26501
11/21/2018,146,196.17,28640
11/22/2018,148,199.28,29493
11/23/2018,147,193.89,28501
11/24/2018,128,158.09,20235
11/25/2018,139,242.71,33736
11/26/2018,146,318.84,46551
11/27/2018,149,331.5,49394
11/28/2018,149,290.21,43241
11/29/2018,147,259.88,38202
11/30/2018,151,283.99,42882
12/1/2018,142,213.34,30295
12/2/2018,147,361.98,53210
12/3/2018,146,557.51,81397
12/4/2018,149,536.84,79989
12/5/2018,147,452.91,66577
12/6/2018,150,372.07,55811
12/7/2018,148,353.71,52349
12/8/2018,135,221.38,29886
12/9/2018,148,323.53,47882
12/10/2018,147,359.16,52797
12/11/2018,151,368.15,55590
12/12/2018,151,342.27,51683
12/13/2018,149,258.91,38578
12/14/2018,151,252.17,38077
12/15/2018,138,164.46,22696
12/16/2018,151,186.53,28166
12/17/2018,148,200.89,29731
12/18/2018,146,188.92,27583
12/19/2018,139,147.93,20562
12/20/2018,146,161.91,23638
12/21/2018,148,189.47,28042
12/22/2018,138,147.27,20324
12/23/2018,111,142.97,15870
12/24/2018,98,160.86,15765
12/25/2018,128,216.31,27688
12/26/2018,149,258.14,38462
12/27/2018,151,301.77,45567
12/28/2018,146,286.79,41871
12/29/2018,143,251.64,35984
12/30/2018,151,271.15,40944
12/31/2018,142,147.41,20932
1/1/2019,142,147.41,20932
1/2/2019,134,130.31,17461
1/3/2019,143,112.92,16147
1/4/2019,150,105.58,15837
1/5/2019,142,108.55,15414
1/6/2019,128,116.35,14893
1/7/2019,135,143.65,19393
1/8/2019,127,159.14,20211
1/9/2019,133,163.52,21748
1/10/2019,120,134.9,16188
1/11/2019,135,126.37,17059
1/12/2019,144,132.35,19059
1/13/2019,138,122.69,16931
1/14/2019,148,189.87,28101
1/15/2019,151,218.39,32977
1/16/2019,146,196.07,28626
1/17/2019,137,158.3,21687
1/18/2019,139,132.15,18369
1/19/2019,150,146.37,21956
1/20/2019,98,115.84,11352
1/21/2019,99,167.4,16573
1/22/2019,138,188.77,26051
1/23/2019,143,189.71,27129
1/24/2019,147,163.53,24039
1/25/2019,141,131.28,18510
1/26/2019,149,123.15,18350
1/27/2019,98,128.49,12592
1/28/2019,127,153,19431
1/29/2019,149,190.32,28358
1/30/2019,144,187.05,26935
1/31/2019,129,147.1,18976
2/1/2019,129,119.69,15440
2/2/2019,147,131.74,19366
2/3/2019,115,125.9,14478
2/4/2019,139,176.99,24601
2/5/2019,141,198.63,28006
2/6/2019,151,209.39,31617
2/7/2019,144,176.34,25393
2/8/2019,140,150.63,21088
2/9/2019,150,178.33,26749
2/10/2019,137,156.11,21388
2/11/2019,151,178.36,26932
2/12/2019,147,194.42,28580
2/13/2019,150,181.15,27173
2/14/2019,126,159.79,20133
2/15/2019,146,169.5,24747
2/16/2019,150,184.56,27684
2/17/2019,147,126.38,18577
2/18/2019,110,143.69,15805
2/19/2019,137,171.03,23431
2/20/2019,143,193.99,27741
2/21/2019,139,163.12,22674
2/22/2019,147,145.9,21448
2/23/2019,140,134.91,18887
2/24/2019,118,130.6,15411
2/25/2019,147,172.92,25419
2/26/2019,150,200.55,30083
2/27/2019,142,191.69,27220
2/28/2019,123,157.39,19358
3/1/2019,130,130.44,16957
3/2/2019,149,146.72,21861
3/3/2019,115,121.56,13979
3/4/2019,119,197.02,23445
3/5/2019,151,240.6,36331
3/6/2019,151,261.2,39441
3/7/2019,143,209.13,29905
3/8/2019,138,168.89,23307
3/9/2019,151,176.32,26625
3/10/2019,117,193.08,22590
3/11/2019,147,236.29,34735
3/12/2019,146,263.38,38454
3/13/2019,146,263.21,38428
3/14/2019,126,223.07,28107
3/15/2019,150,191.52,28729
3/16/2019,150,205,30750
3/17/2019,117,187.19,21901
3/18/2019,137,253,34661
3/19/2019,141,242.3,34164
3/20/2019,125,257.74,32217
3/21/2019,143,237.91,34021
3/22/2019,141,177.99,25097
3/23/2019,150,197.66,29649
3/24/2019,109,172.88,18844
3/25/2019,134,233.32,31265
3/26/2019,142,260.16,36943
3/27/2019,148,258.42,38246
3/28/2019,139,229.12,31848
3/29/2019,147,196.05,28819
3/30/2019,149,191.38,28515
3/31/2019,108,147.98,15982
4/1/2019,141,248.98,35106
4/2/2019,148,278.51,41220
4/3/2019,148,285.75,42290
4/4/2019,146,266.87,38964
4/5/2019,148,214.18,31698
4/6/2019,148,233.42,34546
4/7/2019,110,208.74,22961
4/8/2019,146,278.07,40599
4/9/2019,151,294.71,44501
4/10/2019,148,318.8,47182
4/11/2019,146,259.47,37882
4/12/2019,146,243.97,35619
4/13/2019,147,271.03,39841
4/14/2019,142,223.73,31769
4/15/2019,149,290.39,43268
4/16/2019,147,335.39,49302
4/17/2019,149,340.32,50708
4/18/2019,146,271.46,39634
4/19/2019,150,261.74,39261
4/20/2019,148,244.38,36168
4/21/2019,108,199.81,21579
4/22/2019,126,249.26,31406
4/23/2019,146,309.95,45252
4/24/2019,136,308.06,41896
4/25/2019,149,310.93,46328
4/26/2019,146,255.16,37254
4/27/2019,149,227.74,33933
4/28/2019,130,252.24,32791
4/29/2019,146,288.96,42188
4/30/2019,150,336.5,50475
5/1/2019,149,366.75,54645
5/2/2019,148,333.46,49352
5/3/2019,147,262.53,38592
5/4/2019,148,307.6,45525
5/5/2019,146,267.67,39080
5/6/2019,136,290.71,39536
5/7/2019,146,352.67,51490
5/8/2019,146,373.98,54601
5/9/2019,148,301.34,44598
5/10/2019,147,193.13,28391
5/11/2019,136,213.78,29074
5/12/2019,103,224.56,23130
5/13/2019,147,305.63,44927
5/14/2019,151,381.88,57663
5/15/2019,149,368.21,54864
5/16/2019,147,332.67,48903
5/17/2019,150,273.09,40964
5/18/2019,149,310.41,46252
5/19/2019,146,246.09,35929
5/20/2019,140,335.17,46923
5/21/2019,149,452.56,67431
5/22/2019,140,369.75,51765
5/23/2019,138,209.89,28965
5/24/2019,146,208.94,30505
5/25/2019,150,233.81,35071
5/26/2019,146,189.85,27718
5/27/2019,96,179.78,17259
5/28/2019,138,248.69,34320
5/29/2019,147,283.74,41709
5/30/2019,149,258.09,38455
5/31/2019,151,233.55,35266
6/1/2019,150,241.52,36227
6/2/2019,113,211.97,23952
6/3/2019,142,260.97,37058
6/4/2019,143,355.17,50789
6/5/2019,148,356.08,52700
6/6/2019,146,261.82,38226
6/7/2019,148,221.39,32766
6/8/2019,151,232.38,35089
6/9/2019,130,221.46,28790
6/10/2019,141,273.59,38576
6/11/2019,150,330.24,49535
6/12/2019,141,325.65,45917
6/13/2019,146,252.34,36842
6/14/2019,144,198.24,28547
6/15/2019,146,190.31,27785
6/16/2019,113,195.83,22129
6/17/2019,144,283.96,40890
6/18/2019,148,363.96,53866
6/19/2019,149,355.51,52972
6/20/2019,150,295.49,44324
6/21/2019,151,246.2,37177
6/22/2019,150,230.97,34646
6/23/2019,127,211.55,26867
6/24/2019,151,290.33,43840
6/25/2019,147,317.06,46608
6/26/2019,146,309.5,45186
6/27/2019,145,265.15,38447
6/28/2019,149,214.4,31945
6/29/2019,151,240.62,36333
6/30/2019,151,157.4,23767
7/1/2019,138,142.51,19666
7/2/2019,126,131.43,16560
7/3/2019,127,133.56,16962
7/4/2019,146,154.57,22567
7/5/2019,151,161.52,24390
7/6/2019,149,153.26,22835
7/7/2019,108,153.38,16565
7/8/2019,128,241.18,30871
7/9/2019,148,298.7,44207
7/10/2019,151,307.2,46387
7/11/2019,151,228.28,34471
7/12/2019,150,211.46,31720
7/13/2019,151,207.52,31336
7/14/2019,111,192.78,21398
7/15/2019,140,279.22,39091
7/16/2019,151,340.66,51440
7/17/2019,151,319.65,48267
7/18/2019,149,234.6,34955
7/19/2019,146,204.74,29893
7/20/2019,147,218.45,32113
7/21/2019,131,181.07,23721
7/22/2019,146,254.53,37161
7/23/2019,151,318.9,48154
7/24/2019,149,297.66,44351
7/25/2019,146,224.15,32725
7/26/2019,149,195.69,29159
7/27/2019,151,200.23,30235
7/28/2019,123,182.9,22497
7/29/2019,138,249.69,34457
7/30/2019,146,284.82,41583
7/31/2019,151,288.23,43522
8/1/2019,148,225.41,33361
8/2/2019,149,211.58,31525
8/3/2019,150,216.97,32545
8/4/2019,137,193.94,26569
8/5/2019,148,264.59,39159
8/6/2019,151,300.59,45389
8/7/2019,150,289.37,43405
8/8/2019,151,249.13,37618
8/9/2019,148,207.65,30732
8/10/2019,150,210.5,31575
8/11/2019,126,177.12,22318
8/12/2019,143,231.89,33161
8/13/2019,148,265.38,39276
8/14/2019,150,254.27,38140
8/15/2019,137,205.44,28145
8/16/2019,148,185.07,27390
8/17/2019,149,180.89,26952
8/18/2019,122,165.14,20147
8/19/2019,133,218.26,29028
8/20/2019,151,264.87,39996
8/21/2019,151,254.95,38497
8/22/2019,141,197.66,27870
8/23/2019,150,206.15,30922
8/24/2019,148,225.94,33440
8/25/2019,140,184.51,25832
8/26/2019,148,223.64,33098
8/27/2019,146,251.68,36745
8/28/2019,141,231.21,32601
8/29/2019,140,200.64,28090
8/30/2019,151,202.98,30649
8/31/2019,151,218.83,33043
9/1/2019,150,192.37,28856
9/2/2019,100,200.01,20001
9/3/2019,134,248.06,33240
9/4/2019,150,318.81,47821
9/5/2019,149,294.18,43832
9/6/2019,151,273.76,41337
9/7/2019,147,267.54,39329
9/8/2019,128,266.86,34158
9/9/2019,146,339.76,49605
9/10/2019,146,372.55,54392
9/11/2019,147,369.07,54253
9/12/2019,146,287.39,41959
9/13/2019,147,244.05,35876
9/14/2019,151,245.61,37087
9/15/2019,135,233.54,31528
9/16/2019,151,341.32,51539
9/17/2019,151,362.51,54739
9/18/2019,151,381.97,57677
9/19/2019,151,317.45,47935
9/20/2019,150,278.26,41739
9/21/2019,151,287.09,43351
9/22/2019,144,258.48,37221
9/23/2019,149,414.02,61689
9/24/2019,150,488.5,73275
9/25/2019,151,470.53,71050
9/26/2019,151,326.49,49300
9/27/2019,150,273.8,41070
9/28/2019,151,261,39411
9/29/2019,126,189.87,23923
9/30/2019,136,260.32,35404
10/1/2019,148,357.31,52882
10/2/2019,148,364.11,53889
10/3/2019,145,324.77,47092
10/4/2019,147,304.49,44761
10/5/2019,150,339.96,50995
10/6/2019,147,207.84,30552
10/7/2019,150,285.69,42853
10/8/2019,147,315.13,46325
10/9/2019,150,328.43,49264
10/10/2019,150,296.64,44496
10/11/2019,150,271.64,40746
10/12/2019,150,290.18,43527
10/13/2019,147,228.16,33539
10/14/2019,148,305.21,45172
10/15/2019,150,412.62,61892
10/16/2019,150,429.67,64451
10/17/2019,146,381.21,55656
10/18/2019,150,261.6,39241
10/19/2019,149,300.19,44728
10/20/2019,147,228.04,33522
10/21/2019,146,368.37,53782
10/22/2019,151,416.27,62857
10/23/2019,151,430.9,65066
10/24/2019,146,337.15,49224
10/25/2019,148,272.15,40279
10/26/2019,151,292.58,44180
10/27/2019,147,218.48,32116
10/28/2019,151,254.09,38368
10/29/2019,147,287.84,42312
10/30/2019,151,266.09,40180
10/31/2019,144,262.77,37839
11/1/2019,149,281.78,41985
11/2/2019,149,321.81,47950
11/3/2019,145,207.23,30048
11/4/2019,148,315.62,46712
11/5/2019,150,359.4,53910
11/6/2019,150,379.97,56996
11/7/2019,149,335.23,49950
11/8/2019,149,258.66,38541
11/9/2019,149,313.43,46701
11/10/2019,145,205.29,29767
11/11/2019,149,337.01,50215
11/12/2019,149,393.14,58577
11/13/2019,150,380.49,57073
11/14/2019,149,322.51,48055
11/15/2019,148,222.28,32897
11/16/2019,149,233.28,34758
11/17/2019,140,174.63,24448
11/18/2019,143,273.76,39147
11/19/2019,145,322.02,46693
11/20/2019,147,320.76,47152
11/21/2019,147,273.38,40187
11/22/2019,145,207.08,30026
11/23/2019,146,208.27,30408
11/24/2019,141,150.27,21188
11/25/2019,148,155.23,22974
11/26/2019,143,145.59,20820
11/27/2019,149,192.58,28695
11/28/2019,149,206.17,30719
11/29/2019,148,209.44,30997
11/30/2019,147,203.78,29955
12/1/2019,148,216.94,32107
12/2/2019,147,368.09,54109
12/3/2019,146,566.93,82772
12/4/2019,149,545.9,81339
12/5/2019,147,460.55,67701
12/6/2019,150,378.34,56751
12/7/2019,148,363.27,53764
12/8/2019,135,222.89,30090
12/9/2019,148,332.28,49177
12/10/2019,147,376.66,55369
12/11/2019,151,389.96,58884
12/12/2019,151,355.39,53664
12/13/2019,149,265.91,39621
12/14/2019,151,256.42,38719
12/15/2019,146,165.58,24175
12/16/2019,148,187.18,27703
12/17/2019,149,202.58,30184
12/18/2019,148,189.7,28076
12/19/2019,143,149.16,21330
12/20/2019,148,163.22,24157
12/21/2019,148,190.79,28238
12/22/2019,129,152.82,19714
12/23/2019,110,151.71,16689
12/24/2019,124,165.81,20561
12/25/2019,127,222.57,28267
12/26/2019,140,256.25,35876
12/27/2019,149,298.13,44421
12/28/2019,149,284.74,42427
12/29/2019,142,249.32,35404
12/30/2019,146,265.24,38725
12/31/2019,148,269.55,39893
