"trend","symbol","n_period","l_period","date","target","pred_final_avg","pred_final"
"bullish","AAPL",4,10,2020-04-06,"Yes",0.183462428313029,0
"bullish","AAPL",4,10,2020-04-07,"Yes",0.532408050146128,1
"bullish","AAPL",4,10,2020-04-08,"Yes",0.191381467948494,0
"bullish","AAPL",4,10,2020-04-09,"Yes",0.318425404973774,0
"bullish","AAPL",4,10,2020-04-13,"Yes",0.38133902811951,0
"bullish","AAPL",4,10,2020-04-14,"No",0.350534090697094,0
"bullish","AAPL",4,10,2020-04-15,"No",0.548620447054649,1
"bullish","AAPL",4,10,2020-04-16,"No",0.44462392883423,0
"bullish","AAPL",4,10,2020-04-17,"No",0.821624382498788,1
"bullish","AAPL",4,10,2020-04-20,"No",0.609051614641788,1
"bullish","AAPL",4,10,2020-04-21,"Yes",0.72161045048832,1
"bullish","AAPL",4,10,2020-04-22,"No",0.509506866443339,1
"bullish","AAPL",4,10,2020-04-23,"Yes",0.299203605067389,0
"bullish","AAPL",4,10,2020-04-24,"Yes",0.20793792931432,0
"bullish","AAPL",4,10,2020-04-27,"No",0.233061415982538,0
"bullish","AAPL",4,10,2020-04-28,"Yes",0.0854465775600481,0
"bullish","AAPL",4,10,2020-04-29,"Yes",0.0863740733186414,0
"bullish","AAPL",4,10,2020-04-30,"No",0.166677879452986,0
"bullish","AAPL",4,10,2020-05-01,"Yes",0.22499251249011,0
"bullish","AAPL",4,10,2020-05-04,"Yes",0.140466164982268,0
"bullish","AAPL",4,10,2020-05-05,"Yes",0.202615198616567,0
"bullish","AAPL",4,10,2020-05-06,"Yes",0.457069060555275,0
"bullish","AAPL",4,10,2020-05-07,"No",0.359564280679242,0
"bullish","AAPL",4,10,2020-05-08,NA,0.575816368953306,1
"bullish","AAPL",4,10,2020-05-11,NA,0.403061168983997,0
"bullish","AAPL",4,10,2020-05-12,NA,0.392332510249956,0
"bullish","AAPL",4,10,2020-05-13,NA,0.329214468280252,0
"bullish","AAPL",5,10,2020-01-03,"Yes",0.0464075201650421,0
"bullish","AAPL",5,10,2020-01-06,"Yes",0.0570204529792354,0
"bullish","AAPL",5,10,2020-01-07,"Yes",0.123131981815434,0
"bullish","AAPL",5,10,2020-01-08,"No",0.0507977108792974,0
"bullish","AAPL",5,10,2020-01-09,"No",0.0400901600418192,0
"bullish","AAPL",5,10,2020-01-10,"No",0.0580833036178259,0
"bullish","AAPL",5,10,2020-01-13,"No",0.0428886293844265,0
"bullish","AAPL",5,10,2020-01-14,"No",0.0688670064805806,0
"bullish","AAPL",5,10,2020-01-15,"No",0.0632666496843321,0
"bullish","AAPL",5,10,2020-01-16,"No",0.290542520284754,0
"bullish","AAPL",5,10,2020-01-17,"No",0.0585286515218584,0
"bullish","AAPL",5,10,2020-01-21,"No",0.179698522273445,0
"bullish","AAPL",5,10,2020-01-22,"No",0.185438632771676,0
"bullish","AAPL",5,10,2020-01-23,"No",0.165902162978805,0
"bullish","AAPL",5,10,2020-01-24,"No",0.178848543826646,0
"bullish","AAPL",5,10,2020-01-27,"No",0.19917720444664,0
"bullish","AAPL",5,10,2020-01-28,"No",0.588036325494272,1
"bullish","AAPL",5,10,2020-01-29,"No",0.667478814828403,1
"bullish","AAPL",5,10,2020-01-30,"No",0.467108781700262,0
"bullish","AAPL",5,10,2020-01-31,"No",0.144023229836977,0
"bullish","AAPL",5,10,2020-02-03,"Yes",0.0480123471737295,0
"bullish","AAPL",5,10,2020-02-04,"No",0.137886532518586,0
"bullish","AAPL",5,10,2020-02-05,"No",0.209097053124992,0
"bullish","AAPL",5,10,2020-02-06,"No",0.242197369544287,0
"bullish","AAPL",5,10,2020-02-07,"No",0.205309681144051,0
"bullish","AAPL",5,10,2020-02-10,"No",0.0855932044365779,0
"bullish","AAPL",5,10,2020-02-11,"No",0.25310628832018,0
"bullish","AAPL",5,10,2020-02-12,"No",0.280378487859992,0
"bullish","AAPL",5,10,2020-02-13,"No",0.276419234479601,0
"bullish","AAPL",5,10,2020-02-14,"No",0.710823542803996,1
"bullish","AAPL",5,10,2020-02-18,"No",0.282236771200744,0
"bullish","AAPL",5,10,2020-02-19,"No",0.490791936188054,0
"bullish","AAPL",5,10,2020-02-20,"No",0.467286665969321,0
"bullish","AAPL",5,10,2020-02-21,"No",0.137188142944314,0
"bullish","AAPL",5,10,2020-02-24,"No",0.0601317961932319,0
"bullish","AAPL",5,10,2020-02-25,"No",0.163690026966233,0
"bullish","AAPL",5,10,2020-02-26,"No",0.196104436033712,0
"bullish","AAPL",5,10,2020-02-27,"Yes",0.408085541362334,0
"bullish","AAPL",5,10,2020-02-28,"Yes",0.0673061401333128,0
"bullish","AAPL",5,10,2020-03-02,"No",0.0843299551086415,0
"bullish","AAPL",5,10,2020-03-03,"No",0.177902186585428,0
"bullish","AAPL",5,10,2020-03-04,"No",0.276265436712427,0
"bullish","AAPL",5,10,2020-03-05,"No",0.19786607703818,0
"bullish","AAPL",5,10,2020-03-06,"No",0.197357598897855,0
"bullish","AAPL",5,10,2020-03-09,"No",0.168629010639753,0
"bullish","AAPL",5,10,2020-03-10,"No",0.0441758212035327,0
"bullish","AAPL",5,10,2020-03-11,"No",0.108052097074406,0
"bullish","AAPL",5,10,2020-03-12,"No",0.266106058016399,0
"bullish","AAPL",5,10,2020-03-13,"No",0.802725088332386,1
"bullish","AAPL",5,10,2020-03-16,"No",0.57223095696886,1
"bullish","AAPL",5,10,2020-03-17,"No",0.25826616195965,0
"bullish","AAPL",5,10,2020-03-18,"No",0.765865879312316,1
"bullish","AAPL",5,10,2020-03-19,"Yes",0.821908717162905,1
"bullish","AAPL",5,10,2020-03-20,"Yes",0.4878348498816,0
"bullish","AAPL",5,10,2020-03-23,"Yes",0.296820191641391,0
"bullish","AAPL",5,10,2020-03-24,"No",0.451728577572386,0
"bullish","AAPL",5,10,2020-03-25,"No",0.921340993767695,1
"bullish","AAPL",5,10,2020-03-26,"No",0.864664911312855,1
"bullish","AAPL",5,10,2020-03-27,"No",0.924140075962223,1
"bullish","AAPL",5,10,2020-03-30,"No",0.269319850590746,0
"bullish","AAPL",5,10,2020-03-31,"No",0.83703219049305,1
"bullish","AAPL",5,10,2020-04-01,"Yes",0.923189440921429,1
"bullish","AAPL",5,10,2020-04-02,"Yes",0.915252395862302,1
"bullish","AAPL",5,10,2020-04-03,"Yes",0.913702772181682,1
"bullish","AAPL",5,10,2020-04-06,"Yes",0.13805491621103,0
"bullish","AAPL",5,10,2020-04-07,"Yes",0.618743417114527,1
"bullish","AAPL",5,10,2020-04-08,"Yes",0.0591612771794023,0
"bullish","AAPL",5,10,2020-04-09,"Yes",0.0538862243002405,0
"bullish","AAPL",5,10,2020-04-13,"No",0.15536203667102,0
"bullish","AAPL",5,10,2020-04-14,"No",0.061948930002429,0
"bullish","AAPL",5,10,2020-04-15,"No",0.070920271454046,0
"bullish","AAPL",5,10,2020-04-16,"No",0.0488950340634822,0
"bullish","AAPL",5,10,2020-04-17,"No",0.0524368476104759,0
"bullish","AAPL",5,10,2020-04-20,"No",0.0424699004718382,0
"bullish","AAPL",5,10,2020-04-21,"Yes",0.252907588164423,0
"bullish","AAPL",5,10,2020-04-22,"Yes",0.0528168719763572,0
"bullish","AAPL",5,10,2020-04-23,"Yes",0.0590445454403258,0
"bullish","AAPL",5,10,2020-04-24,"No",0.119114629356081,0
"bullish","AAPL",5,10,2020-04-27,"No",0.157340059524298,0
"bullish","AAPL",5,10,2020-04-28,"Yes",0.234522697896083,0
"bullish","AAPL",5,10,2020-04-29,"Yes",0.0515683803985854,0
"bullish","AAPL",5,10,2020-04-30,"No",0.0451463508407272,0
"bullish","AAPL",5,10,2020-05-01,"Yes",0.128764438706054,0
"bullish","AAPL",5,10,2020-05-04,"Yes",0.0439500848592584,0
"bullish","AAPL",5,10,2020-05-05,"Yes",0.040029092989417,0
"bullish","AAPL",5,10,2020-05-06,"No",0.0455454635958067,0
"bullish","AAPL",5,10,2020-05-07,NA,0.0488055954718787,0
"bullish","AAPL",5,10,2020-05-08,NA,0.068336567526388,0
"bullish","AAPL",5,10,2020-05-11,NA,0.0397036191661605,0
"bullish","AAPL",5,10,2020-05-12,NA,0.0477255047225287,0
"bullish","AAPL",5,10,2020-05-13,NA,0.0549971107308488,0
"bullish","AAPL",1,15,2020-01-03,"No",0.0672514179983143,0
"bullish","AAPL",1,15,2020-01-06,"No",0.0420256834141459,0
"bullish","AAPL",1,15,2020-01-07,"Yes",0.0910745008084923,0
"bullish","AAPL",1,15,2020-01-08,"Yes",0.401009302369748,0
"bullish","AAPL",1,15,2020-01-09,"No",0.0584664387115954,0
"bullish","AAPL",1,15,2020-01-10,"Yes",0.0421939287462685,0
"bullish","AAPL",1,15,2020-01-13,"No",0.108447317723576,0
"bullish","AAPL",1,15,2020-01-14,"No",0.0429456233982464,0
"bullish","AAPL",1,15,2020-01-15,"No",0.0449072990164208,0
"bullish","AAPL",1,15,2020-01-16,"No",0.163344690239505,0
"bullish","AAPL",1,15,2020-01-17,"No",0.0719624487800415,0
"bullish","AAPL",1,15,2020-01-21,"No",0.0921506712616215,0
"bullish","AAPL",1,15,2020-01-22,"No",0.100152554488596,0
"bullish","AAPL",1,15,2020-01-23,"No",0.586981642786845,1
"bullish","AAPL",1,15,2020-01-24,"No",0.11097638057968,0
"bullish","AAPL",1,15,2020-01-27,"Yes",0.307555797068475,0
"bullish","AAPL",1,15,2020-01-28,"Yes",0.158241476932811,0
"bullish","AAPL",1,15,2020-01-29,"No",0.107266402256875,0
"bullish","AAPL",1,15,2020-01-30,"No",0.141750582946844,0
"bullish","AAPL",1,15,2020-01-31,"No",0.662840683906674,1
"bullish","AAPL",1,15,2020-02-03,"Yes",0.397259955396531,0
"bullish","AAPL",1,15,2020-02-04,"No",0.114225136761799,0
"bullish","AAPL",1,15,2020-02-05,"No",0.0582176238798619,0
"bullish","AAPL",1,15,2020-02-06,"No",0.0635901706092411,0
"bullish","AAPL",1,15,2020-02-07,"No",0.141249713048826,0
"bullish","AAPL",1,15,2020-02-10,"No",0.0539962455390832,0
"bullish","AAPL",1,15,2020-02-11,"Yes",0.121743601320736,0
"bullish","AAPL",1,15,2020-02-12,"No",0.0782893385655075,0
"bullish","AAPL",1,15,2020-02-13,"No",0.0946965286500613,0
"bullish","AAPL",1,15,2020-02-14,"No",0.106561362332369,0
"bullish","AAPL",1,15,2020-02-18,"No",0.39618697846236,0
"bullish","AAPL",1,15,2020-02-19,"No",0.0883898477680614,0
"bullish","AAPL",1,15,2020-02-20,"No",0.655554824717701,1
"bullish","AAPL",1,15,2020-02-21,"No",0.713704600464567,1
"bullish","AAPL",1,15,2020-02-24,"No",0.715244258098671,1
"bullish","AAPL",1,15,2020-02-25,"Yes",0.712336532364078,1
"bullish","AAPL",1,15,2020-02-26,"No",0.714879029617534,1
"bullish","AAPL",1,15,2020-02-27,"No",0.863025212201838,1
"bullish","AAPL",1,15,2020-02-28,"Yes",0.867333745557951,1
"bullish","AAPL",1,15,2020-03-02,"No",0.554424722645876,1
"bullish","AAPL",1,15,2020-03-03,"Yes",0.671840162586018,1
"bullish","AAPL",1,15,2020-03-04,"No",0.432379921489541,0
"bullish","AAPL",1,15,2020-03-05,"No",0.758190188184404,1
"bullish","AAPL",1,15,2020-03-06,"No",0.352981711408608,0
"bullish","AAPL",1,15,2020-03-09,"Yes",0.723267434563435,1
"bullish","AAPL",1,15,2020-03-10,"No",0.103203466188502,0
"bullish","AAPL",1,15,2020-03-11,"No",0.818578221250668,1
"bullish","AAPL",1,15,2020-03-12,"Yes",0.582936108191198,1
"bullish","AAPL",1,15,2020-03-13,"No",0.427669811186584,0
"bullish","AAPL",1,15,2020-03-16,"Yes",0.380347210562873,0
"bullish","AAPL",1,15,2020-03-17,"No",0.375964479744654,0
"bullish","AAPL",1,15,2020-03-18,"No",0.384837588456136,0
"bullish","AAPL",1,15,2020-03-19,"No",0.58781118500761,1
"bullish","AAPL",1,15,2020-03-20,"No",0.37583262051299,0
"bullish","AAPL",1,15,2020-03-23,"Yes",0.359679902637247,0
"bullish","AAPL",1,15,2020-03-24,"No",0.603213450180834,1
"bullish","AAPL",1,15,2020-03-25,"Yes",0.424001267270331,0
"bullish","AAPL",1,15,2020-03-26,"No",0.259997686450841,0
"bullish","AAPL",1,15,2020-03-27,"Yes",0.364928591772647,0
"bullish","AAPL",1,15,2020-03-30,"No",0.809891463362971,1
"bullish","AAPL",1,15,2020-03-31,"No",0.15362222912665,0
"bullish","AAPL",1,15,2020-04-01,"Yes",0.118373313223645,0
"bullish","AAPL",1,15,2020-04-02,"No",0.689929240372435,1
"bullish","AAPL",1,15,2020-04-03,"Yes",0.768475314526676,1
"bullish","AAPL",1,15,2020-04-06,"No",0.668749801461792,1
"bullish","AAPL",1,15,2020-04-07,"Yes",0.386518614926213,0
"bullish","AAPL",1,15,2020-04-08,"No",0.284808809057058,0
"bullish","AAPL",1,15,2020-04-09,"Yes",0.111577121219546,0
"bullish","AAPL",1,15,2020-04-13,"Yes",0.590684602627049,1
"bullish","AAPL",1,15,2020-04-14,"No",0.0637578968730964,0
"bullish","AAPL",1,15,2020-04-15,"No",0.0484125960155648,0
"bullish","AAPL",1,15,2020-04-16,"No",0.0468982097329685,0
"bullish","AAPL",1,15,2020-04-17,"No",0.0522980977812703,0
"bullish","AAPL",1,15,2020-04-20,"No",0.118290597464352,0
"bullish","AAPL",1,15,2020-04-21,"Yes",0.096962262186198,0
"bullish","AAPL",1,15,2020-04-22,"No",0.103834143310158,0
"bullish","AAPL",1,15,2020-04-23,"Yes",0.0827281645631773,0
"bullish","AAPL",1,15,2020-04-24,"No",0.0597086150030982,0
"bullish","AAPL",1,15,2020-04-27,"No",0.0558072081670892,0
"bullish","AAPL",1,15,2020-04-28,"Yes",0.106280413426457,0
"bullish","AAPL",1,15,2020-04-29,"Yes",0.790654641852313,1
"bullish","AAPL",1,15,2020-04-30,"No",0.0581198152805393,0
"bullish","AAPL",1,15,2020-05-01,"No",0.0933746260224219,0
"bullish","AAPL",1,15,2020-05-04,"Yes",0.0963221886610169,0
"bullish","AAPL",1,15,2020-05-05,"No",0.042055672726156,0
"bullish","AAPL",1,15,2020-05-06,"No",0.0526927377839185,0
"bullish","AAPL",1,15,2020-05-07,"Yes",0.0921912377474494,0
"bullish","AAPL",1,15,2020-05-08,"Yes",0.0463128070891893,0
"bullish","AAPL",1,15,2020-05-11,"No",0.059793841102648,0
"bullish","AAPL",1,15,2020-05-12,"No",0.171755659678826,0
"bullish","AAPL",1,15,2020-05-13,NA,0.0914809000996955,0
"bullish","AAPL",2,15,2020-01-03,"No",0.183217695157204,0
"bullish","AAPL",2,15,2020-01-06,"No",0.0561802805356945,0
"bullish","AAPL",2,15,2020-01-07,"Yes",0.0427786561015073,0
"bullish","AAPL",2,15,2020-01-08,"Yes",0.107027406902386,0
"bullish","AAPL",2,15,2020-01-09,"Yes",0.0694245931277121,0
"bullish","AAPL",2,15,2020-01-10,"No",0.0436299201751819,0
"bullish","AAPL",2,15,2020-01-13,"No",0.0520686983585326,0
"bullish","AAPL",2,15,2020-01-14,"No",0.0528979517268546,0
"bullish","AAPL",2,15,2020-01-15,"Yes",0.0611151267500154,0
"bullish","AAPL",2,15,2020-01-16,"No",0.128712727891268,0
"bullish","AAPL",2,15,2020-01-17,"No",0.0606513315656863,0
"bullish","AAPL",2,15,2020-01-21,"No",0.0323475693344531,0
"bullish","AAPL",2,15,2020-01-22,"No",0.0379327923986299,0
"bullish","AAPL",2,15,2020-01-23,"No",0.0382753144072031,0
"bullish","AAPL",2,15,2020-01-24,"No",0.042105197475076,0
"bullish","AAPL",2,15,2020-01-27,"Yes",0.0851400988651499,0
"bullish","AAPL",2,15,2020-01-28,"No",0.218810963834238,0
"bullish","AAPL",2,15,2020-01-29,"No",0.2344915854302,0
"bullish","AAPL",2,15,2020-01-30,"No",0.0400622942496352,0
"bullish","AAPL",2,15,2020-01-31,"Yes",0.0796660442585774,0
"bullish","AAPL",2,15,2020-02-03,"Yes",0.100344357088424,0
"bullish","AAPL",2,15,2020-02-04,"No",0.131009657493526,0
"bullish","AAPL",2,15,2020-02-05,"No",0.0808984179054302,0
"bullish","AAPL",2,15,2020-02-06,"No",0.0600663611528962,0
"bullish","AAPL",2,15,2020-02-07,"No",0.149711751577514,0
"bullish","AAPL",2,15,2020-02-10,"No",0.0975532028087895,0
"bullish","AAPL",2,15,2020-02-11,"No",0.14353990190969,0
"bullish","AAPL",2,15,2020-02-12,"No",0.169385740297787,0
"bullish","AAPL",2,15,2020-02-13,"No",0.0791890600518854,0
"bullish","AAPL",2,15,2020-02-14,"No",0.0730846814148368,0
"bullish","AAPL",2,15,2020-02-18,"No",0.745991365739703,1
"bullish","AAPL",2,15,2020-02-19,"No",0.151749078474896,0
"bullish","AAPL",2,15,2020-02-20,"No",0.250280187929286,0
"bullish","AAPL",2,15,2020-02-21,"No",0.254621831576234,0
"bullish","AAPL",2,15,2020-02-24,"No",0.71189103543474,1
"bullish","AAPL",2,15,2020-02-25,"No",0.509417692988874,1
"bullish","AAPL",2,15,2020-02-26,"No",0.269896516201439,0
"bullish","AAPL",2,15,2020-02-27,"Yes",0.978268814417112,1
"bullish","AAPL",2,15,2020-02-28,"Yes",0.799449262284999,1
"bullish","AAPL",2,15,2020-03-02,"No",0.925279290001781,1
"bullish","AAPL",2,15,2020-03-03,"No",0.84900915786051,1
"bullish","AAPL",2,15,2020-03-04,"No",0.94216868434475,1
"bullish","AAPL",2,15,2020-03-05,"No",0.314613660947243,0
"bullish","AAPL",2,15,2020-03-06,"No",0.709388543626626,1
"bullish","AAPL",2,15,2020-03-09,"Yes",0.797472115946254,1
"bullish","AAPL",2,15,2020-03-10,"No",0.411308084444834,0
"bullish","AAPL",2,15,2020-03-11,"No",0.671836099561017,1
"bullish","AAPL",2,15,2020-03-12,"No",0.9335057942231,1
"bullish","AAPL",2,15,2020-03-13,"No",0.97231977546083,1
"bullish","AAPL",2,15,2020-03-16,"No",0.544289990864955,1
"bullish","AAPL",2,15,2020-03-17,"No",0.796284163244313,1
"bullish","AAPL",2,15,2020-03-18,"No",0.484923160073744,0
"bullish","AAPL",2,15,2020-03-19,"No",0.416427952813172,0
"bullish","AAPL",2,15,2020-03-20,"Yes",0.293251846912873,0
"bullish","AAPL",2,15,2020-03-23,"Yes",0.508691749347689,1
"bullish","AAPL",2,15,2020-03-24,"Yes",0.546401515581783,1
"bullish","AAPL",2,15,2020-03-25,"No",0.439152550204916,0
"bullish","AAPL",2,15,2020-03-26,"No",0.974468177063007,1
"bullish","AAPL",2,15,2020-03-27,"Yes",0.151672188031848,0
"bullish","AAPL",2,15,2020-03-30,"No",0.473603488842734,0
"bullish","AAPL",2,15,2020-03-31,"No",0.532723609932622,1
"bullish","AAPL",2,15,2020-04-01,"No",0.333351474962255,0
"bullish","AAPL",2,15,2020-04-02,"Yes",0.160995901201012,0
"bullish","AAPL",2,15,2020-04-03,"Yes",0.14384965060129,0
"bullish","AAPL",2,15,2020-04-06,"No",0.64806105483526,1
"bullish","AAPL",2,15,2020-04-07,"Yes",0.20033119145564,0
"bullish","AAPL",2,15,2020-04-08,"Yes",0.110387169365722,0
"bullish","AAPL",2,15,2020-04-09,"Yes",0.0861634904033931,0
"bullish","AAPL",2,15,2020-04-13,"Yes",0.0430595928348897,0
"bullish","AAPL",2,15,2020-04-14,"No",0.0342303884210515,0
"bullish","AAPL",2,15,2020-04-15,"No",0.130755012420421,0
"bullish","AAPL",2,15,2020-04-16,"No",0.138490393834489,0
"bullish","AAPL",2,15,2020-04-17,"No",0.244889239158987,0
"bullish","AAPL",2,15,2020-04-20,"No",0.203741387668213,0
"bullish","AAPL",2,15,2020-04-21,"Yes",0.269526283108487,0
"bullish","AAPL",2,15,2020-04-22,"Yes",0.112832120177401,0
"bullish","AAPL",2,15,2020-04-23,"Yes",0.0369056491947569,0
"bullish","AAPL",2,15,2020-04-24,"No",0.036386762776303,0
"bullish","AAPL",2,15,2020-04-27,"No",0.0342059048713143,0
"bullish","AAPL",2,15,2020-04-28,"Yes",0.086105181958383,0
"bullish","AAPL",2,15,2020-04-29,"No",0.0570344764237368,0
"bullish","AAPL",2,15,2020-04-30,"No",0.0858225664490292,0
"bullish","AAPL",2,15,2020-05-01,"Yes",0.13049475049734,0
"bullish","AAPL",2,15,2020-05-04,"Yes",0.101552052299924,0
"bullish","AAPL",2,15,2020-05-05,"No",0.103881160266031,0
"bullish","AAPL",2,15,2020-05-06,"Yes",0.139066997946419,0
"bullish","AAPL",2,15,2020-05-07,"Yes",0.108161296604353,0
"bullish","AAPL",2,15,2020-05-08,"No",0.0927266215275202,0
"bullish","AAPL",2,15,2020-05-11,"No",0.126826269565124,0
"bullish","AAPL",2,15,2020-05-12,NA,0.0560608926114563,0
"bullish","AAPL",2,15,2020-05-13,NA,0.177627321806149,0
"bullish","AAPL",3,15,2020-01-03,"No",0.113733745165438,0
"bullish","AAPL",3,15,2020-01-06,"Yes",0.11913514466648,0
"bullish","AAPL",3,15,2020-01-07,"Yes",0.109726976098811,0
"bullish","AAPL",3,15,2020-01-08,"Yes",0.0924302991422222,0
"bullish","AAPL",3,15,2020-01-09,"No",0.125025750374491,0
"bullish","AAPL",3,15,2020-01-10,"No",0.117533928642958,0
"bullish","AAPL",3,15,2020-01-13,"No",0.0803044367186024,0
"bullish","AAPL",3,15,2020-01-14,"No",0.0674974671823203,0
"bullish","AAPL",3,15,2020-01-15,"No",0.0678049172939309,0
"bullish","AAPL",3,15,2020-01-16,"No",0.0803249593416234,0
"bullish","AAPL",3,15,2020-01-17,"No",0.0969468039886528,0
"bullish","AAPL",3,15,2020-01-21,"No",0.109088154544765,0
"bullish","AAPL",3,15,2020-01-22,"No",0.0939464450688679,0
"bullish","AAPL",3,15,2020-01-23,"No",0.109195311540806,0
"bullish","AAPL",3,15,2020-01-24,"No",0.147718599844324,0
"bullish","AAPL",3,15,2020-01-27,"Yes",0.588114943378233,1
"bullish","AAPL",3,15,2020-01-28,"No",0.115833022207119,0
"bullish","AAPL",3,15,2020-01-29,"No",0.14374120177814,0
"bullish","AAPL",3,15,2020-01-30,"No",0.328130554270623,0
"bullish","AAPL",3,15,2020-01-31,"Yes",0.938092574531367,1
"bullish","AAPL",3,15,2020-02-03,"Yes",0.555745076739821,1
"bullish","AAPL",3,15,2020-02-04,"No",0.483696918267964,0
"bullish","AAPL",3,15,2020-02-05,"No",0.638232789409684,1
"bullish","AAPL",3,15,2020-02-06,"No",0.657316771478548,1
"bullish","AAPL",3,15,2020-02-07,"No",0.625949976863744,1
"bullish","AAPL",3,15,2020-02-10,"No",0.474676209256178,0
"bullish","AAPL",3,15,2020-02-11,"No",0.905466391796889,1
"bullish","AAPL",3,15,2020-02-12,"No",0.484951561213389,0
"bullish","AAPL",3,15,2020-02-13,"No",0.649602929160087,1
"bullish","AAPL",3,15,2020-02-14,"No",0.481846929127908,0
"bullish","AAPL",3,15,2020-02-18,"No",0.693364548137894,1
"bullish","AAPL",3,15,2020-02-19,"No",0.46668081119356,0
"bullish","AAPL",3,15,2020-02-20,"No",0.542818955507125,1
"bullish","AAPL",3,15,2020-02-21,"No",0.858803804753594,1
"bullish","AAPL",3,15,2020-02-24,"No",0.65664047798118,1
"bullish","AAPL",3,15,2020-02-25,"No",0.907962639767864,1
"bullish","AAPL",3,15,2020-02-26,"No",0.252810405223631,0
"bullish","AAPL",3,15,2020-02-27,"Yes",0.606873097468144,1
"bullish","AAPL",3,15,2020-02-28,"Yes",0.254817275565804,0
"bullish","AAPL",3,15,2020-03-02,"No",0.312474800741993,0
"bullish","AAPL",3,15,2020-03-03,"No",0.890959723784234,1
"bullish","AAPL",3,15,2020-03-04,"No",0.483119828421137,0
"bullish","AAPL",3,15,2020-03-05,"No",0.358661856278407,0
"bullish","AAPL",3,15,2020-03-06,"No",0.374720152011928,0
"bullish","AAPL",3,15,2020-03-09,"No",0.613642079078253,1
"bullish","AAPL",3,15,2020-03-10,"No",0.490668613658389,0
"bullish","AAPL",3,15,2020-03-11,"No",0.387263813572759,0
"bullish","AAPL",3,15,2020-03-12,"No",0.135456759737923,0
"bullish","AAPL",3,15,2020-03-13,"No",0.126491760923262,0
"bullish","AAPL",3,15,2020-03-16,"No",0.184073939354478,0
"bullish","AAPL",3,15,2020-03-17,"No",0.223779587186463,0
"bullish","AAPL",3,15,2020-03-18,"No",0.27053911038338,0
"bullish","AAPL",3,15,2020-03-19,"No",0.730477380686175,1
"bullish","AAPL",3,15,2020-03-20,"Yes",0.670034030221236,1
"bullish","AAPL",3,15,2020-03-23,"Yes",0.899030302806554,1
"bullish","AAPL",3,15,2020-03-24,"No",0.800603534337236,1
"bullish","AAPL",3,15,2020-03-25,"Yes",0.913775565865504,1
"bullish","AAPL",3,15,2020-03-26,"No",0.889532027686664,1
"bullish","AAPL",3,15,2020-03-27,"No",0.719607920058727,1
"bullish","AAPL",3,15,2020-03-30,"No",0.626878265233828,1
"bullish","AAPL",3,15,2020-03-31,"No",0.665206789403155,1
"bullish","AAPL",3,15,2020-04-01,"Yes",0.711321362335274,1
"bullish","AAPL",3,15,2020-04-02,"Yes",0.366584484061004,0
"bullish","AAPL",3,15,2020-04-03,"Yes",0.164272654316882,0
"bullish","AAPL",3,15,2020-04-06,"No",0.650802315578521,1
"bullish","AAPL",3,15,2020-04-07,"Yes",0.920713202825811,1
"bullish","AAPL",3,15,2020-04-08,"Yes",0.131880513200878,0
"bullish","AAPL",3,15,2020-04-09,"Yes",0.102400126259418,0
"bullish","AAPL",3,15,2020-04-13,"Yes",0.101987164066545,0
"bullish","AAPL",3,15,2020-04-14,"No",0.0926748963420571,0
"bullish","AAPL",3,15,2020-04-15,"No",0.0603635630686769,0
"bullish","AAPL",3,15,2020-04-16,"No",0.0913566405943481,0
"bullish","AAPL",3,15,2020-04-17,"No",0.13609074049157,0
"bullish","AAPL",3,15,2020-04-20,"No",0.0934576271404245,0
"bullish","AAPL",3,15,2020-04-21,"Yes",0.475139867775239,0
"bullish","AAPL",3,15,2020-04-22,"No",0.089450635897152,0
"bullish","AAPL",3,15,2020-04-23,"No",0.137082366876247,0
"bullish","AAPL",3,15,2020-04-24,"No",0.105996542374856,0
"bullish","AAPL",3,15,2020-04-27,"Yes",0.121727371785066,0
"bullish","AAPL",3,15,2020-04-28,"Yes",0.0899953614425029,0
"bullish","AAPL",3,15,2020-04-29,"No",0.108124026136489,0
"bullish","AAPL",3,15,2020-04-30,"No",0.0967526274729643,0
"bullish","AAPL",3,15,2020-05-01,"Yes",0.1753099875652,0
"bullish","AAPL",3,15,2020-05-04,"Yes",0.129937916578119,0
"bullish","AAPL",3,15,2020-05-05,"Yes",0.110227562115672,0
"bullish","AAPL",3,15,2020-05-06,"Yes",0.0782390119694234,0
"bullish","AAPL",3,15,2020-05-07,"No",0.114846918825797,0
"bullish","AAPL",3,15,2020-05-08,"No",0.124827161576134,0
"bullish","AAPL",3,15,2020-05-11,NA,0.100356390462757,0
"bullish","AAPL",3,15,2020-05-12,NA,0.089706139696521,0
"bullish","AAPL",3,15,2020-05-13,NA,0.125497265268024,0
"bullish","AAPL",4,15,2020-01-03,"Yes",0.267396269742717,0
"bullish","AAPL",4,15,2020-01-06,"Yes",0.0567831172015051,0
"bullish","AAPL",4,15,2020-01-07,"Yes",0.0779441565373198,0
"bullish","AAPL",4,15,2020-01-08,"No",0.0693061895955493,0
"bullish","AAPL",4,15,2020-01-09,"No",0.340143743894488,0
"bullish","AAPL",4,15,2020-01-10,"No",0.29594481618206,0
"bullish","AAPL",4,15,2020-01-13,"No",0.108226508540557,0
"bullish","AAPL",4,15,2020-01-14,"No",0.165858532472788,0
"bullish","AAPL",4,15,2020-01-15,"No",0.142496586179269,0
