"trend","symbol","n_period","l_period","date","target","pred_final_avg","pred_final"
"bullish","AAPL",5,20,2020-03-05,"No",0.0804453715892584,0
"bullish","AAPL",5,20,2020-03-06,"No",0.0854769421907579,0
"bullish","AAPL",5,20,2020-03-09,"No",0.110088267409706,0
"bullish","AAPL",5,20,2020-03-10,"No",0.157661204657984,0
"bullish","AAPL",5,20,2020-03-11,"No",0.160377764058614,0
"bullish","AAPL",5,20,2020-03-12,"No",0.171133255106281,0
"bullish","AAPL",5,20,2020-03-13,"No",0.247071727742384,0
"bullish","AAPL",5,20,2020-03-16,"No",0.634495154034937,1
"bullish","AAPL",5,20,2020-03-17,"No",0.235580773249886,0
"bullish","AAPL",5,20,2020-03-18,"No",0.169016170889163,0
"bullish","AAPL",5,20,2020-03-19,"Yes",0.811276351281673,1
"bullish","AAPL",5,20,2020-03-20,"Yes",0.891699251886932,1
"bullish","AAPL",5,20,2020-03-23,"Yes",0.202046204615149,0
"bullish","AAPL",5,20,2020-03-24,"No",0.655793471263885,1
"bullish","AAPL",5,20,2020-03-25,"No",0.474467464337128,0
"bullish","AAPL",5,20,2020-03-26,"No",0.927369032017392,1
"bullish","AAPL",5,20,2020-03-27,"No",0.324510477101486,0
"bullish","AAPL",5,20,2020-03-30,"No",0.129920403659895,0
"bullish","AAPL",5,20,2020-03-31,"No",0.175276169683363,0
"bullish","AAPL",5,20,2020-04-01,"Yes",0.233114133393383,0
"bullish","AAPL",5,20,2020-04-02,"Yes",0.159508492032911,0
"bullish","AAPL",5,20,2020-04-03,"Yes",0.0890163644651178,0
"bullish","AAPL",5,20,2020-04-06,"Yes",0.255489421485846,0
"bullish","AAPL",5,20,2020-04-07,"Yes",0.0529412678953031,0
"bullish","AAPL",5,20,2020-04-08,"Yes",0.0625176563681107,0
"bullish","AAPL",5,20,2020-04-09,"Yes",0.0871090073008871,0
"bullish","AAPL",5,20,2020-04-13,"No",0.0574453539194493,0
"bullish","AAPL",5,20,2020-04-14,"No",0.0330068024867678,0
"bullish","AAPL",5,20,2020-04-15,"No",0.0379581094606286,0
"bullish","AAPL",5,20,2020-04-16,"No",0.0339898407864354,0
"bullish","AAPL",5,20,2020-04-17,"No",0.0348612466795457,0
"bullish","AAPL",5,20,2020-04-20,"No",0.0544889736811192,0
"bullish","AAPL",5,20,2020-04-21,"Yes",0.174625349767322,0
"bullish","AAPL",5,20,2020-04-22,"Yes",0.201991338889051,0
"bullish","AAPL",5,20,2020-04-23,"Yes",0.169813147632584,0
"bullish","AAPL",5,20,2020-04-24,"No",0.0585797737657401,0
"bullish","AAPL",5,20,2020-04-27,"No",0.0581580938167741,0
"bullish","AAPL",5,20,2020-04-28,"Yes",0.0901034225928123,0
"bullish","AAPL",5,20,2020-04-29,"Yes",0.0553259337589975,0
"bullish","AAPL",5,20,2020-04-30,"No",0.0602300627758569,0
"bullish","AAPL",5,20,2020-05-01,"Yes",0.0351919934164871,0
"bullish","AAPL",5,20,2020-05-04,"Yes",0.064796953104602,0
"bullish","AAPL",5,20,2020-05-05,"Yes",0.0554315709092074,0
"bullish","AAPL",5,20,2020-05-06,"No",0.0588536291629263,0
"bullish","AAPL",5,20,2020-05-07,NA,0.0528217482345164,0
"bullish","AAPL",5,20,2020-05-08,NA,0.0658785463719828,0
"bullish","AAPL",5,20,2020-05-11,NA,0.0532846604039195,0
"bullish","AAPL",5,20,2020-05-12,NA,0.147912995312463,0
"bullish","AAPL",5,20,2020-05-13,NA,0.0571802415254058,0
"bearish","AAPL",1,1,2020-01-03,"No",0.0428150195054362,0
"bearish","AAPL",1,1,2020-01-06,"No",0.0452411836302427,0
"bearish","AAPL",1,1,2020-01-07,"No",0.0712904663783018,0
"bearish","AAPL",1,1,2020-01-08,"No",0.0694757827243346,0
"bearish","AAPL",1,1,2020-01-09,"No",0.0433967326711561,0
"bearish","AAPL",1,1,2020-01-10,"No",0.0424968216288072,0
"bearish","AAPL",1,1,2020-01-13,"Yes",0.114782246482986,0
"bearish","AAPL",1,1,2020-01-14,"No",0.0489633480794951,0
"bearish","AAPL",1,1,2020-01-15,"No",0.068410112567745,0
"bearish","AAPL",1,1,2020-01-16,"No",0.113922351556843,0
"bearish","AAPL",1,1,2020-01-17,"No",0.0469012138351936,0
"bearish","AAPL",1,1,2020-01-21,"No",0.0503377283326365,0
"bearish","AAPL",1,1,2020-01-22,"No",0.0496557057417228,0
"bearish","AAPL",1,1,2020-01-23,"No",0.139322939599881,0
"bearish","AAPL",1,1,2020-01-24,"Yes",0.0735135436461967,0
"bearish","AAPL",1,1,2020-01-27,"No",0.048727309167803,0
"bearish","AAPL",1,1,2020-01-28,"No",0.767716385616448,1
"bearish","AAPL",1,1,2020-01-29,"No",0.0459875647824463,0
"bearish","AAPL",1,1,2020-01-30,"Yes",0.732140672823118,1
"bearish","AAPL",1,1,2020-01-31,"No",0.0833281026482969,0
"bearish","AAPL",1,1,2020-02-03,"No",0.194379107053624,0
"bearish","AAPL",1,1,2020-02-04,"No",0.0709734873275393,0
"bearish","AAPL",1,1,2020-02-05,"No",0.0873486246435913,0
"bearish","AAPL",1,1,2020-02-06,"Yes",0.0849226930691427,0
"bearish","AAPL",1,1,2020-02-07,"No",0.0553524160853961,0
"bearish","AAPL",1,1,2020-02-10,"No",0.0739096026285454,0
"bearish","AAPL",1,1,2020-02-11,"No",0.0841594986681318,0
"bearish","AAPL",1,1,2020-02-12,"No",0.0477101716859472,0
"bearish","AAPL",1,1,2020-02-13,"No",0.0684263831289991,0
"bearish","AAPL",1,1,2020-02-14,"Yes",0.91947896171756,1
"bearish","AAPL",1,1,2020-02-18,"No",0.0502927636669208,0
"bearish","AAPL",1,1,2020-02-19,"No",0.108988815437413,0
"bearish","AAPL",1,1,2020-02-20,"Yes",0.118973470358753,0
"bearish","AAPL",1,1,2020-02-21,"Yes",0.613414273037525,1
"bearish","AAPL",1,1,2020-02-24,"Yes",0.479356594097232,0
"bearish","AAPL",1,1,2020-02-25,"No",0.288501138420567,0
"bearish","AAPL",1,1,2020-02-26,"Yes",0.879621734347537,1
"bearish","AAPL",1,1,2020-02-27,"No",0.493113923401419,0
"bearish","AAPL",1,1,2020-02-28,"No",0.40099340146799,0
"bearish","AAPL",1,1,2020-03-02,"Yes",0.431697762948955,0
"bearish","AAPL",1,1,2020-03-03,"No",0.403562033104667,0
"bearish","AAPL",1,1,2020-03-04,"Yes",0.431950134644191,0
"bearish","AAPL",1,1,2020-03-05,"Yes",0.859842552248453,1
"bearish","AAPL",1,1,2020-03-06,"Yes",0.856036404913352,1
"bearish","AAPL",1,1,2020-03-09,"No",0.416476359840627,0
"bearish","AAPL",1,1,2020-03-10,"Yes",0.343718626053148,0
"bearish","AAPL",1,1,2020-03-11,"Yes",0.867711029977671,1
"bearish","AAPL",1,1,2020-03-12,"No",0.236987791435852,0
"bearish","AAPL",1,1,2020-03-13,"Yes",0.477166633306515,0
"bearish","AAPL",1,1,2020-03-16,"No",0.172854058052801,0
"bearish","AAPL",1,1,2020-03-17,"Yes",0.430215846656055,0
"bearish","AAPL",1,1,2020-03-18,"No",0.166133179332081,0
"bearish","AAPL",1,1,2020-03-19,"Yes",0.87991525022346,1
"bearish","AAPL",1,1,2020-03-20,"Yes",0.473378830990199,0
"bearish","AAPL",1,1,2020-03-23,"No",0.375387564304489,0
"bearish","AAPL",1,1,2020-03-24,"No",0.356193669703301,0
"bearish","AAPL",1,1,2020-03-25,"No",0.363350380216465,0
"bearish","AAPL",1,1,2020-03-26,"Yes",0.259237157389776,0
"bearish","AAPL",1,1,2020-03-27,"No",0.352340620916685,0
"bearish","AAPL",1,1,2020-03-30,"No",0.371522115259572,0
"bearish","AAPL",1,1,2020-03-31,"Yes",0.174148899163439,0
"bearish","AAPL",1,1,2020-04-01,"No",0.690440636622148,1
"bearish","AAPL",1,1,2020-04-02,"Yes",0.0971903269373097,0
"bearish","AAPL",1,1,2020-04-03,"No",0.848503986325197,1
"bearish","AAPL",1,1,2020-04-06,"Yes",0.052960323492742,0
"bearish","AAPL",1,1,2020-04-07,"No",0.0494872078008361,0
"bearish","AAPL",1,1,2020-04-08,"No",0.151303010063324,0
"bearish","AAPL",1,1,2020-04-09,"No",0.184129639389807,0
"bearish","AAPL",1,1,2020-04-13,"No",0.901901774843587,1
"bearish","AAPL",1,1,2020-04-14,"No",0.275991473929988,0
"bearish","AAPL",1,1,2020-04-15,"No",0.0658181309542089,0
"bearish","AAPL",1,1,2020-04-16,"Yes",0.510915378132263,1
"bearish","AAPL",1,1,2020-04-17,"Yes",0.124958131426208,0
"bearish","AAPL",1,1,2020-04-20,"Yes",0.379421696689793,0
"bearish","AAPL",1,1,2020-04-21,"No",0.0685333379924558,0
"bearish","AAPL",1,1,2020-04-22,"No",0.0700580204394229,0
"bearish","AAPL",1,1,2020-04-23,"No",0.0483489123959042,0
"bearish","AAPL",1,1,2020-04-24,"No",0.0449286303292855,0
"bearish","AAPL",1,1,2020-04-27,"Yes",0.0452321599276248,0
"bearish","AAPL",1,1,2020-04-28,"No",0.0552299211306325,0
"bearish","AAPL",1,1,2020-04-29,"No",0.343904523609848,0
"bearish","AAPL",1,1,2020-04-30,"Yes",0.570873821056243,1
"bearish","AAPL",1,1,2020-05-01,"No",0.0510444948887633,0
"bearish","AAPL",1,1,2020-05-04,"No",0.0834083758666509,0
"bearish","AAPL",1,1,2020-05-05,"No",0.0519564098307525,0
"bearish","AAPL",1,1,2020-05-06,"No",0.0451802195400758,0
"bearish","AAPL",1,1,2020-05-07,"No",0.0473317709683256,0
"bearish","AAPL",1,1,2020-05-08,"No",0.11891815365758,0
"bearish","AAPL",1,1,2020-05-11,"No",0.16048727781235,0
"bearish","AAPL",1,1,2020-05-12,"Yes",0.095802106963111,0
"bearish","AAPL",1,1,2020-05-13,NA,0.200672266975152,0
"bearish","AAPL",2,1,2020-01-03,"No",0.0497345700145144,0
"bearish","AAPL",2,1,2020-01-06,"No",0.0628936172670294,0
"bearish","AAPL",2,1,2020-01-07,"No",0.156858200176282,0
"bearish","AAPL",2,1,2020-01-08,"No",0.0686230029429875,0
"bearish","AAPL",2,1,2020-01-09,"No",0.0472762510359618,0
"bearish","AAPL",2,1,2020-01-10,"No",0.0723180244483784,0
"bearish","AAPL",2,1,2020-01-13,"Yes",0.100843235547586,0
"bearish","AAPL",2,1,2020-01-14,"No",0.0495004536259491,0
"bearish","AAPL",2,1,2020-01-15,"No",0.0819591954033072,0
"bearish","AAPL",2,1,2020-01-16,"No",0.0807227648166677,0
"bearish","AAPL",2,1,2020-01-17,"No",0.0643075096743848,0
"bearish","AAPL",2,1,2020-01-21,"No",0.0720943505283689,0
"bearish","AAPL",2,1,2020-01-22,"No",0.100894186693197,0
"bearish","AAPL",2,1,2020-01-23,"Yes",0.100003493200806,0
"bearish","AAPL",2,1,2020-01-24,"No",0.0544350189164495,0
"bearish","AAPL",2,1,2020-01-27,"No",0.157365911572096,0
"bearish","AAPL",2,1,2020-01-28,"No",0.0494577691955283,0
"bearish","AAPL",2,1,2020-01-29,"Yes",0.051832341487828,0
"bearish","AAPL",2,1,2020-01-30,"Yes",0.0811273214104494,0
"bearish","AAPL",2,1,2020-01-31,"No",0.0756526515988988,0
"bearish","AAPL",2,1,2020-02-03,"No",0.0763101387478429,0
"bearish","AAPL",2,1,2020-02-04,"No",0.0525549060349787,0
"bearish","AAPL",2,1,2020-02-05,"No",0.0708707092066997,0
"bearish","AAPL",2,1,2020-02-06,"No",0.0790607808850828,0
"bearish","AAPL",2,1,2020-02-07,"No",0.0694998536263271,0
"bearish","AAPL",2,1,2020-02-10,"No",0.087397970236408,0
"bearish","AAPL",2,1,2020-02-11,"No",0.0610500419156449,0
"bearish","AAPL",2,1,2020-02-12,"No",0.0544884666196914,0
"bearish","AAPL",2,1,2020-02-13,"Yes",0.36827758238645,0
"bearish","AAPL",2,1,2020-02-14,"No",0.133996510429831,0
"bearish","AAPL",2,1,2020-02-18,"No",0.0538296697423266,0
"bearish","AAPL",2,1,2020-02-19,"Yes",0.159399737461382,0
"bearish","AAPL",2,1,2020-02-20,"Yes",0.375034640678255,0
"bearish","AAPL",2,1,2020-02-21,"Yes",0.484907183814226,0
"bearish","AAPL",2,1,2020-02-24,"Yes",0.638283810950864,1
"bearish","AAPL",2,1,2020-02-25,"Yes",0.854773834343221,1
"bearish","AAPL",2,1,2020-02-26,"Yes",0.838024707128301,1
"bearish","AAPL",2,1,2020-02-27,"No",0.710732325321125,1
"bearish","AAPL",2,1,2020-02-28,"No",0.655657716934982,1
"bearish","AAPL",2,1,2020-03-02,"No",0.59706191722066,1
"bearish","AAPL",2,1,2020-03-03,"No",0.466872507384066,0
"bearish","AAPL",2,1,2020-03-04,"Yes",0.573858673940899,1
"bearish","AAPL",2,1,2020-03-05,"Yes",0.813094758291176,1
"bearish","AAPL",2,1,2020-03-06,"No",0.805690574493285,1
"bearish","AAPL",2,1,2020-03-09,"No",0.641748819589951,1
"bearish","AAPL",2,1,2020-03-10,"Yes",0.882258077945886,1
"bearish","AAPL",2,1,2020-03-11,"No",0.798079330872866,1
"bearish","AAPL",2,1,2020-03-12,"Yes",0.694552560674851,1
"bearish","AAPL",2,1,2020-03-13,"Yes",0.163583807634496,0
"bearish","AAPL",2,1,2020-03-16,"No",0.879732687180798,1
"bearish","AAPL",2,1,2020-03-17,"Yes",0.546446745272065,1
"bearish","AAPL",2,1,2020-03-18,"Yes",0.883216400215526,1
"bearish","AAPL",2,1,2020-03-19,"Yes",0.847362767850411,1
"bearish","AAPL",2,1,2020-03-20,"No",0.84316600168295,1
"bearish","AAPL",2,1,2020-03-23,"No",0.849864436649274,1
"bearish","AAPL",2,1,2020-03-24,"No",0.455494467529318,0
"bearish","AAPL",2,1,2020-03-25,"No",0.437848548036352,0
"bearish","AAPL",2,1,2020-03-26,"No",0.397260441958534,0
"bearish","AAPL",2,1,2020-03-27,"No",0.589008481649978,1
"bearish","AAPL",2,1,2020-03-30,"Yes",0.301087922678921,0
"bearish","AAPL",2,1,2020-03-31,"Yes",0.121789275455852,0
"bearish","AAPL",2,1,2020-04-01,"No",0.214648897782852,0
"bearish","AAPL",2,1,2020-04-02,"No",0.621211665783225,1
"bearish","AAPL",2,1,2020-04-03,"No",0.489428202713222,0
"bearish","AAPL",2,1,2020-04-06,"No",0.0741797102885524,0
"bearish","AAPL",2,1,2020-04-07,"No",0.0810238131533414,0
"bearish","AAPL",2,1,2020-04-08,"No",0.0542564461558008,0
"bearish","AAPL",2,1,2020-04-09,"No",0.137178791099807,0
"bearish","AAPL",2,1,2020-04-13,"No",0.10582351756954,0
"bearish","AAPL",2,1,2020-04-14,"No",0.0506501090787164,0
"bearish","AAPL",2,1,2020-04-15,"No",0.228817662036087,0
"bearish","AAPL",2,1,2020-04-16,"Yes",0.0959003777421053,0
"bearish","AAPL",2,1,2020-04-17,"Yes",0.0733015238299017,0
"bearish","AAPL",2,1,2020-04-20,"No",0.0670676765567018,0
"bearish","AAPL",2,1,2020-04-21,"No",0.0702987354173734,0
"bearish","AAPL",2,1,2020-04-22,"No",0.104549703136592,0
"bearish","AAPL",2,1,2020-04-23,"No",0.0585625399652241,0
"bearish","AAPL",2,1,2020-04-24,"No",0.0562632945503939,0
"bearish","AAPL",2,1,2020-04-27,"No",0.0807979881027261,0
"bearish","AAPL",2,1,2020-04-28,"No",0.228440590204789,0
"bearish","AAPL",2,1,2020-04-29,"No",0.71133691536406,1
"bearish","AAPL",2,1,2020-04-30,"No",0.0714014562095521,0
"bearish","AAPL",2,1,2020-05-01,"No",0.141451094382681,0
"bearish","AAPL",2,1,2020-05-04,"No",0.193976114658643,0
"bearish","AAPL",2,1,2020-05-05,"No",0.059983822714284,0
"bearish","AAPL",2,1,2020-05-06,"No",0.0900005514580204,0
"bearish","AAPL",2,1,2020-05-07,"No",0.455995912213269,0
"bearish","AAPL",2,1,2020-05-08,"No",0.112006853916261,0
"bearish","AAPL",2,1,2020-05-11,"Yes",0.139137258428732,0
"bearish","AAPL",2,1,2020-05-12,NA,0.0754482121219299,0
"bearish","AAPL",2,1,2020-05-13,NA,0.109030057093616,0
"bearish","AAPL",3,1,2020-01-03,"No",0.156319577804924,0
"bearish","AAPL",3,1,2020-01-06,"No",0.0881973823532133,0
"bearish","AAPL",3,1,2020-01-07,"No",0.118782573910843,0
"bearish","AAPL",3,1,2020-01-08,"No",0.0507999235586244,0
"bearish","AAPL",3,1,2020-01-09,"No",0.0470733551157749,0
"bearish","AAPL",3,1,2020-01-10,"No",0.0461450993922506,0
"bearish","AAPL",3,1,2020-01-13,"No",0.0419927826357427,0
"bearish","AAPL",3,1,2020-01-14,"No",0.0423428169183768,0
"bearish","AAPL",3,1,2020-01-15,"No",0.0430626676771516,0
"bearish","AAPL",3,1,2020-01-16,"No",0.0495684130065816,0
"bearish","AAPL",3,1,2020-01-17,"No",0.0450655140062594,0
"bearish","AAPL",3,1,2020-01-21,"No",0.0962746250169829,0
"bearish","AAPL",3,1,2020-01-22,"Yes",0.0995160338372708,0
"bearish","AAPL",3,1,2020-01-23,"No",0.0588080957341269,0
"bearish","AAPL",3,1,2020-01-24,"No",0.0474526023588335,0
"bearish","AAPL",3,1,2020-01-27,"No",0.0558433566596277,0
"bearish","AAPL",3,1,2020-01-28,"Yes",0.520936002462467,1
"bearish","AAPL",3,1,2020-01-29,"Yes",0.0852133848933741,0
"bearish","AAPL",3,1,2020-01-30,"No",0.102181193730832,0
"bearish","AAPL",3,1,2020-01-31,"No",0.0977828157078696,0
"bearish","AAPL",3,1,2020-02-03,"No",0.0990267504633797,0
"bearish","AAPL",3,1,2020-02-04,"No",0.0836870927868326,0
"bearish","AAPL",3,1,2020-02-05,"No",0.057990678284972,0
"bearish","AAPL",3,1,2020-02-06,"No",0.0569949216368508,0
"bearish","AAPL",3,1,2020-02-07,"No",0.050560601084843,0
"bearish","AAPL",3,1,2020-02-10,"No",0.0458873522358884,0
"bearish","AAPL",3,1,2020-02-11,"No",0.0478997967782978,0
"bearish","AAPL",3,1,2020-02-12,"Yes",0.0965074581833913,0
"bearish","AAPL",3,1,2020-02-13,"No",0.0583687929666102,0
"bearish","AAPL",3,1,2020-02-14,"No",0.0906012397395287,0
"bearish","AAPL",3,1,2020-02-18,"No",0.0418593609346747,0
"bearish","AAPL",3,1,2020-02-19,"Yes",0.5228469409821,1
"bearish","AAPL",3,1,2020-02-20,"Yes",0.349208185031629,0
"bearish","AAPL",3,1,2020-02-21,"Yes",0.747673969119379,1
"bearish","AAPL",3,1,2020-02-24,"Yes",0.867446546883404,1
"bearish","AAPL",3,1,2020-02-25,"Yes",0.880699666082639,1
"bearish","AAPL",3,1,2020-02-26,"No",0.805236038221595,1
"bearish","AAPL",3,1,2020-02-27,"No",0.379681153997835,0
"bearish","AAPL",3,1,2020-02-28,"No",0.336557217931093,0
"bearish","AAPL",3,1,2020-03-02,"No",0.240131320717278,0
"bearish","AAPL",3,1,2020-03-03,"No",0.405998501450365,0
"bearish","AAPL",3,1,2020-03-04,"Yes",0.806938783457099,1
"bearish","AAPL",3,1,2020-03-05,"Yes",0.745634626926024,1
"bearish","AAPL",3,1,2020-03-06,"Yes",0.804196730555111,1
"bearish","AAPL",3,1,2020-03-09,"Yes",0.888960102148151,1
"bearish","AAPL",3,1,2020-03-10,"Yes",0.570872165753523,1
"bearish","AAPL",3,1,2020-03-11,"Yes",0.76609860761219,1
"bearish","AAPL",3,1,2020-03-12,"No",0.354849366189609,0
"bearish","AAPL",3,1,2020-03-13,"Yes",0.178688750523053,0
"bearish","AAPL",3,1,2020-03-16,"No",0.381169883840547,0
"bearish","AAPL",3,1,2020-03-17,"Yes",0.646282117740199,1
"bearish","AAPL",3,1,2020-03-18,"Yes",0.722298846974199,1
"bearish","AAPL",3,1,2020-03-19,"No",0.45967686156324,0
"bearish","AAPL",3,1,2020-03-20,"No",0.57055259006931,1
"bearish","AAPL",3,1,2020-03-23,"No",0.636319221157836,1
"bearish","AAPL",3,1,2020-03-24,"No",0.165232832594656,0
"bearish","AAPL",3,1,2020-03-25,"No",0.239423557784063,0
"bearish","AAPL",3,1,2020-03-26,"No",0.117952725179347,0
"bearish","AAPL",3,1,2020-03-27,"Yes",0.0815228913640179,0
"bearish","AAPL",3,1,2020-03-30,"Yes",0.0524943707907911,0
"bearish","AAPL",3,1,2020-03-31,"Yes",0.0562582377013374,0
"bearish","AAPL",3,1,2020-04-01,"No",0.25691671915446,0
"bearish","AAPL",3,1,2020-04-02,"No",0.279716985488106,0
"bearish","AAPL",3,1,2020-04-03,"No",0.372761837327265,0
"bearish","AAPL",3,1,2020-04-06,"No",0.0706506201208093,0
"bearish","AAPL",3,1,2020-04-07,"No",0.0536617108192452,0
"bearish","AAPL",3,1,2020-04-08,"No",0.0596111081248473,0
"bearish","AAPL",3,1,2020-04-09,"No",0.0425410548636833,0
"bearish","AAPL",3,1,2020-04-13,"No",0.058081503476576,0
"bearish","AAPL",3,1,2020-04-14,"No",0.062919207745525,0
"bearish","AAPL",3,1,2020-04-15,"Yes",0.0477365416302011,0
"bearish","AAPL",3,1,2020-04-16,"Yes",0.384973082915876,0
"bearish","AAPL",3,1,2020-04-17,"Yes",0.0615493959329122,0
"bearish","AAPL",3,1,2020-04-20,"No",0.0890004844452741,0
"bearish","AAPL",3,1,2020-04-21,"No",0.0732611434276009,0
"bearish","AAPL",3,1,2020-04-22,"No",0.0717428739310273,0
"bearish","AAPL",3,1,2020-04-23,"No",0.0690786343627611,0
"bearish","AAPL",3,1,2020-04-24,"No",0.13697571357444,0
"bearish","AAPL",3,1,2020-04-27,"No",0.67671660746842,1
"bearish","AAPL",3,1,2020-04-28,"No",0.786275225617854,1
"bearish","AAPL",3,1,2020-04-29,"No",0.142817494738629,0
"bearish","AAPL",3,1,2020-04-30,"No",0.0565601655838925,0
"bearish","AAPL",3,1,2020-05-01,"No",0.116758722765992,0
"bearish","AAPL",3,1,2020-05-04,"No",0.108297193718625,0
"bearish","AAPL",3,1,2020-05-05,"No",0.0632987016968439,0
"bearish","AAPL",3,1,2020-05-06,"No",0.127551356337163,0
"bearish","AAPL",3,1,2020-05-07,"No",0.318384582969091,0
"bearish","AAPL",3,1,2020-05-08,"No",0.0995781697171981,0
"bearish","AAPL",3,1,2020-05-11,NA,0.0734162079743692,0
"bearish","AAPL",3,1,2020-05-12,NA,0.10406665609659,0
"bearish","AAPL",3,1,2020-05-13,NA,0.0956229044119688,0
"bearish","AAPL",4,1,2020-01-03,"No",0.120869427650082,0
"bearish","AAPL",4,1,2020-01-06,"No",0.101944221504386,0
"bearish","AAPL",4,1,2020-01-07,"No",0.0617567645014892,0
"bearish","AAPL",4,1,2020-01-08,"No",0.076125924267212,0
"bearish","AAPL",4,1,2020-01-09,"No",0.0949245322261562,0
"bearish","AAPL",4,1,2020-01-10,"No",0.0691357145108176,0
"bearish","AAPL",4,1,2020-01-13,"No",0.284382721246936,0
"bearish","AAPL",4,1,2020-01-14,"No",0.0760765857938017,0
"bearish","AAPL",4,1,2020-01-15,"No",0.068277946368892,0
"bearish","AAPL",4,1,2020-01-16,"No",0.123649936044817,0
"bearish","AAPL",4,1,2020-01-17,"No",0.106207636516942,0
"bearish","AAPL",4,1,2020-01-21,"Yes",0.0782882377339084,0
"bearish","AAPL",4,1,2020-01-22,"No",0.0721029721342561,0
"bearish","AAPL",4,1,2020-01-23,"No",0.135718430741493,0
"bearish","AAPL",4,1,2020-01-24,"No",0.0593858306905488,0
"bearish","AAPL",4,1,2020-01-27,"No",0.0708495934581104,0
"bearish","AAPL",4,1,2020-01-28,"Yes",0.0686854132136981,0
"bearish","AAPL",4,1,2020-01-29,"No",0.0608126092858139,0
"bearish","AAPL",4,1,2020-01-30,"No",0.0642424569724728,0
"bearish","AAPL",4,1,2020-01-31,"No",0.145240230809089,0
"bearish","AAPL",4,1,2020-02-03,"No",0.101262881636703,0
"bearish","AAPL",4,1,2020-02-04,"No",0.064128271089975,0
"bearish","AAPL",4,1,2020-02-05,"No",0.0710542505648215,0
"bearish","AAPL",4,1,2020-02-06,"No",0.0877685878318007,0
"bearish","AAPL",4,1,2020-02-07,"No",0.0642863030446027,0
"bearish","AAPL",4,1,2020-02-10,"No",0.0657156382391168,0
"bearish","AAPL",4,1,2020-02-11,"No",0.075789225633639,0
"bearish","AAPL",4,1,2020-02-12,"No",0.0983672461564651,0
"bearish","AAPL",4,1,2020-02-13,"No",0.0745545317689618,0
"bearish","AAPL",4,1,2020-02-14,"Yes",0.0886903976677347,0
"bearish","AAPL",4,1,2020-02-18,"Yes",0.0912850119768729,0
"bearish","AAPL",4,1,2020-02-19,"Yes",0.110660924838704,0
"bearish","AAPL",4,1,2020-02-20,"Yes",0.143922133236722,0
"bearish","AAPL",4,1,2020-02-21,"Yes",0.509409863509257,1
"bearish","AAPL",4,1,2020-02-24,"Yes",0.856162340756871,1
"bearish","AAPL",4,1,2020-02-25,"No",0.861393723963247,1
"bearish","AAPL",4,1,2020-02-26,"No",0.833055748672788,1
"bearish","AAPL",4,1,2020-02-27,"No",0.431743468137267,0
"bearish","AAPL",4,1,2020-02-28,"No",0.802788277352777,1
"bearish","AAPL",4,1,2020-03-02,"Yes",0.813134413180072,1
"bearish","AAPL",4,1,2020-03-03,"Yes",0.575987591764127,1
"bearish","AAPL",4,1,2020-03-04,"Yes",0.864994949622877,1
"bearish","AAPL",4,1,2020-03-05,"Yes",0.891116492534013,1
"bearish","AAPL",4,1,2020-03-06,"Yes",0.904039564490818,1
"bearish","AAPL",4,1,2020-03-09,"No",0.884290548860835,1
"bearish","AAPL",4,1,2020-03-10,"Yes",0.798566381082304,1
"bearish","AAPL",4,1,2020-03-11,"Yes",0.848853966266969,1
"bearish","AAPL",4,1,2020-03-12,"No",0.569424928339634,1
"bearish","AAPL",4,1,2020-03-13,"Yes",0.353251495760696,0
"bearish","AAPL",4,1,2020-03-16,"Yes",0.723413012486847,1
"bearish","AAPL",4,1,2020-03-17,"Yes",0.58012678591339,1
"bearish","AAPL",4,1,2020-03-18,"No",0.303368170210001,0
"bearish","AAPL",4,1,2020-03-19,"No",0.207299337155574,0
"bearish","AAPL",4,1,2020-03-20,"No",0.427268755760266,0
"bearish","AAPL",4,1,2020-03-23,"No",0.378290080362369,0
"bearish","AAPL",4,1,2020-03-24,"No",0.0842487794162124,0
"bearish","AAPL",4,1,2020-03-25,"No",0.0873343097010464,0
"bearish","AAPL",4,1,2020-03-26,"Yes",0.0740861808953042,0
"bearish","AAPL",4,1,2020-03-27,"No",0.0632771745785255,0
"bearish","AAPL",4,1,2020-03-30,"Yes",0.0595653965966706,0
"bearish","AAPL",4,1,2020-03-31,"No",0.0691011087462913,0
"bearish","AAPL",4,1,2020-04-01,"No",0.104492952281728,0
"bearish","AAPL",4,1,2020-04-02,"No",0.0692289410263928,0
"bearish","AAPL",4,1,2020-04-03,"No",0.0725267174231554,0
"bearish","AAPL",4,1,2020-04-06,"No",0.0669203521944835,0
"bearish","AAPL",4,1,2020-04-07,"No",0.0610883509291323,0
"bearish","AAPL",4,1,2020-04-08,"No",0.062686721928459,0
"bearish","AAPL",4,1,2020-04-09,"No",0.0625741845805977,0
"bearish","AAPL",4,1,2020-04-13,"No",0.150962401625613,0
"bearish","AAPL",4,1,2020-04-14,"Yes",0.129569613456807,0
"bearish","AAPL",4,1,2020-04-15,"Yes",0.444441979664977,0
"bearish","AAPL",4,1,2020-04-16,"Yes",0.370671604813895,0
"bearish","AAPL",4,1,2020-04-17,"Yes",0.130173236180555,0
"bearish","AAPL",4,1,2020-04-20,"No",0.0772486867518501,0
"bearish","AAPL",4,1,2020-04-21,"No",0.117085642666066,0
"bearish","AAPL",4,1,2020-04-22,"No",0.113943849796575,0
