"trend","symbol","n_period","l_period","trainMethod","term","class","estimate","conf.low","conf.high","p.value"
"bullish","AAPL",3,20,"gbm","neg_pred_value","Yes",0.811764705882353,NA,NA,NA
"bullish","AAPL",3,20,"gbm","precision","Yes",0.689655172413793,NA,NA,NA
"bullish","AAPL",3,20,"gbm","recall","Yes",0.555555555555556,NA,NA,NA
"bullish","AAPL",3,20,"gbm","f1","Yes",0.615384615384615,NA,NA,NA
"bullish","AAPL",3,20,"gbm","prevalence","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",3,20,"gbm","detection_rate","Yes",0.175438596491228,NA,NA,NA
"bullish","AAPL",3,20,"gbm","detection_prevalence","Yes",0.254385964912281,NA,NA,NA
"bullish","AAPL",3,20,"gbm","balanced_accuracy","Yes",0.72008547008547,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","accuracy",NA,0.798245614035088,0.712810052803878,0.867596499905319,0.00461098310038447
"bullish","AAPL",3,20,"glm - top layer","kappa",NA,0.507328072153326,NA,NA,0.21090292605661
"bullish","AAPL",3,20,"glm - top layer","sensitivity","Yes",0.583333333333333,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","specificity","Yes",0.897435897435897,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","pos_pred_value","Yes",0.724137931034483,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","neg_pred_value","Yes",0.823529411764706,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","precision","Yes",0.724137931034483,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","recall","Yes",0.583333333333333,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","f1","Yes",0.646153846153846,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","prevalence","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","detection_rate","Yes",0.184210526315789,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","detection_prevalence","Yes",0.254385964912281,NA,NA,NA
"bullish","AAPL",3,20,"glm - top layer","balanced_accuracy","Yes",0.740384615384615,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","accuracy",NA,0.763157894736842,0.674425830360526,0.837750710573826,0.0408248304982674
"bullish","AAPL",3,20,"nb - top layer","kappa",NA,0.439344262295082,NA,NA,0.70031137293689
"bullish","AAPL",3,20,"nb - top layer","sensitivity","Yes",0.583333333333333,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","specificity","Yes",0.846153846153846,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","pos_pred_value","Yes",0.636363636363636,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","neg_pred_value","Yes",0.814814814814815,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","precision","Yes",0.636363636363636,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","recall","Yes",0.583333333333333,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","f1","Yes",0.608695652173913,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","prevalence","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","detection_rate","Yes",0.184210526315789,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","detection_prevalence","Yes",0.289473684210526,NA,NA,NA
"bullish","AAPL",3,20,"nb - top layer","balanced_accuracy","Yes",0.71474358974359,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","accuracy",NA,0.789473684210526,0.703141734942288,0.86021028491365,0.00853220743520777
"bullish","AAPL",3,20,"gbm - top layer","kappa",NA,0.481818181818182,NA,NA,0.153041884158821
"bullish","AAPL",3,20,"gbm - top layer","sensitivity","Yes",0.555555555555556,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","specificity","Yes",0.897435897435897,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","pos_pred_value","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","neg_pred_value","Yes",0.813953488372093,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","precision","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","recall","Yes",0.555555555555556,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","f1","Yes",0.625,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","prevalence","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","detection_rate","Yes",0.175438596491228,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","detection_prevalence","Yes",0.245614035087719,NA,NA,NA
"bullish","AAPL",3,20,"gbm - top layer","balanced_accuracy","Yes",0.726495726495727,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","accuracy",NA,0.771929824561403,0.683951588388766,0.845285233337095,0.0253408202233878
"bullish","AAPL",3,20,"final - averaging","kappa",NA,0.447427293064877,NA,NA,0.326799567668966
"bullish","AAPL",3,20,"final - averaging","sensitivity","Yes",0.555555555555556,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","specificity","Yes",0.871794871794872,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","pos_pred_value","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","neg_pred_value","Yes",0.80952380952381,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","precision","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","recall","Yes",0.555555555555556,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","f1","Yes",0.606060606060606,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","prevalence","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","detection_rate","Yes",0.175438596491228,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","detection_prevalence","Yes",0.263157894736842,NA,NA,NA
"bullish","AAPL",3,20,"final - averaging","balanced_accuracy","Yes",0.713675213675214,NA,NA,NA
"bullish","AAPL",4,20,"glm","accuracy",NA,0.666666666666667,0.56947666354326,0.754455197309248,0.945735391592122
"bullish","AAPL",4,20,"glm","kappa",NA,0.0236062280261176,NA,NA,0.0667530151696345
"bullish","AAPL",4,20,"glm","sensitivity","Yes",0.172413793103448,NA,NA,NA
"bullish","AAPL",4,20,"glm","specificity","Yes",0.848101265822785,NA,NA,NA
"bullish","AAPL",4,20,"glm","pos_pred_value","Yes",0.294117647058824,NA,NA,NA
"bullish","AAPL",4,20,"glm","neg_pred_value","Yes",0.736263736263736,NA,NA,NA
"bullish","AAPL",4,20,"glm","precision","Yes",0.294117647058824,NA,NA,NA
"bullish","AAPL",4,20,"glm","recall","Yes",0.172413793103448,NA,NA,NA
"bullish","AAPL",4,20,"glm","f1","Yes",0.217391304347826,NA,NA,NA
"bullish","AAPL",4,20,"glm","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"glm","detection_rate","Yes",0.0462962962962963,NA,NA,NA
"bullish","AAPL",4,20,"glm","detection_prevalence","Yes",0.157407407407407,NA,NA,NA
"bullish","AAPL",4,20,"glm","balanced_accuracy","Yes",0.510257529463117,NA,NA,NA
"bullish","AAPL",4,20,"nb","accuracy",NA,0.62962962962963,0.531371540195781,0.720585848250172,0.992369613374786
"bullish","AAPL",4,20,"nb","kappa",NA,0.166345040524894,NA,NA,0.0819903210003831
"bullish","AAPL",4,20,"nb","sensitivity","Yes",0.517241379310345,NA,NA,NA
"bullish","AAPL",4,20,"nb","specificity","Yes",0.670886075949367,NA,NA,NA
"bullish","AAPL",4,20,"nb","pos_pred_value","Yes",0.365853658536585,NA,NA,NA
"bullish","AAPL",4,20,"nb","neg_pred_value","Yes",0.791044776119403,NA,NA,NA
"bullish","AAPL",4,20,"nb","precision","Yes",0.365853658536585,NA,NA,NA
"bullish","AAPL",4,20,"nb","recall","Yes",0.517241379310345,NA,NA,NA
"bullish","AAPL",4,20,"nb","f1","Yes",0.428571428571429,NA,NA,NA
"bullish","AAPL",4,20,"nb","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"nb","detection_rate","Yes",0.138888888888889,NA,NA,NA
"bullish","AAPL",4,20,"nb","detection_prevalence","Yes",0.37962962962963,NA,NA,NA
"bullish","AAPL",4,20,"nb","balanced_accuracy","Yes",0.594063727629856,NA,NA,NA
"bullish","AAPL",4,20,"gbm","accuracy",NA,0.814814814814815,0.728589147499731,0.883058811650228,0.0290803634730829
"bullish","AAPL",4,20,"gbm","kappa",NA,0.518072289156626,NA,NA,0.823063273758121
"bullish","AAPL",4,20,"gbm","sensitivity","Yes",0.620689655172414,NA,NA,NA
"bullish","AAPL",4,20,"gbm","specificity","Yes",0.886075949367089,NA,NA,NA
"bullish","AAPL",4,20,"gbm","pos_pred_value","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",4,20,"gbm","neg_pred_value","Yes",0.864197530864197,NA,NA,NA
"bullish","AAPL",4,20,"gbm","precision","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",4,20,"gbm","recall","Yes",0.620689655172414,NA,NA,NA
"bullish","AAPL",4,20,"gbm","f1","Yes",0.642857142857143,NA,NA,NA
"bullish","AAPL",4,20,"gbm","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"gbm","detection_rate","Yes",0.166666666666667,NA,NA,NA
"bullish","AAPL",4,20,"gbm","detection_prevalence","Yes",0.25,NA,NA,NA
"bullish","AAPL",4,20,"gbm","balanced_accuracy","Yes",0.753382802269751,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","accuracy",NA,0.796296296296296,0.707993943666608,0.867716743746229,0.0762372383159176
"bullish","AAPL",4,20,"glm - top layer","kappa",NA,0.45778183477864,NA,NA,0.522431284961564
"bullish","AAPL",4,20,"glm - top layer","sensitivity","Yes",0.551724137931034,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","specificity","Yes",0.886075949367089,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","pos_pred_value","Yes",0.64,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","neg_pred_value","Yes",0.843373493975904,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","precision","Yes",0.64,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","recall","Yes",0.551724137931034,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","f1","Yes",0.592592592592593,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","detection_rate","Yes",0.148148148148148,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","detection_prevalence","Yes",0.231481481481481,NA,NA,NA
"bullish","AAPL",4,20,"glm - top layer","balanced_accuracy","Yes",0.718900043649062,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","accuracy",NA,0.731481481481482,0.637632321303272,0.812223685198614,0.549773976494608
"bullish","AAPL",4,20,"nb - top layer","kappa",NA,0.35182119205298,NA,NA,0.457614066876315
"bullish","AAPL",4,20,"nb - top layer","sensitivity","Yes",0.586206896551724,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","specificity","Yes",0.784810126582278,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","pos_pred_value","Yes",0.5,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","neg_pred_value","Yes",0.837837837837838,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","precision","Yes",0.5,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","recall","Yes",0.586206896551724,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","f1","Yes",0.53968253968254,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","detection_rate","Yes",0.157407407407407,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","detection_prevalence","Yes",0.314814814814815,NA,NA,NA
"bullish","AAPL",4,20,"nb - top layer","balanced_accuracy","Yes",0.685508511567001,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","accuracy",NA,0.861111111111111,0.781289186628574,0.92013129738187,0.000953726274148224
"bullish","AAPL",4,20,"gbm - top layer","kappa",NA,0.634476534296029,NA,NA,0.605576616335346
"bullish","AAPL",4,20,"gbm - top layer","sensitivity","Yes",0.689655172413793,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","specificity","Yes",0.924050632911392,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","pos_pred_value","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","neg_pred_value","Yes",0.890243902439024,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","precision","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","recall","Yes",0.689655172413793,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","f1","Yes",0.727272727272727,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","detection_prevalence","Yes",0.240740740740741,NA,NA,NA
"bullish","AAPL",4,20,"gbm - top layer","balanced_accuracy","Yes",0.806852902662593,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","accuracy",NA,0.796296296296296,0.707993943666608,0.867716743746229,0.0762372383159176
"bullish","AAPL",4,20,"final - averaging","kappa",NA,0.469879518072289,NA,NA,0.831170409541762
"bullish","AAPL",4,20,"final - averaging","sensitivity","Yes",0.586206896551724,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","specificity","Yes",0.873417721518987,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","pos_pred_value","Yes",0.62962962962963,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","neg_pred_value","Yes",0.851851851851852,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","precision","Yes",0.62962962962963,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","recall","Yes",0.586206896551724,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","f1","Yes",0.607142857142857,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","prevalence","Yes",0.268518518518519,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","detection_rate","Yes",0.157407407407407,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","detection_prevalence","Yes",0.25,NA,NA,NA
"bullish","AAPL",4,20,"final - averaging","balanced_accuracy","Yes",0.729812309035356,NA,NA,NA
"bullish","AAPL",5,20,"glm","accuracy",NA,0.703703703703704,0.608179343332203,0.787715255177236,0.708206578893205
"bullish","AAPL",5,20,"glm","kappa",NA,0.0204081632653066,NA,NA,4.78548397437734e-05
"bullish","AAPL",5,20,"glm","sensitivity","Yes",0.0666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"glm","specificity","Yes",0.948717948717949,NA,NA,NA
"bullish","AAPL",5,20,"glm","pos_pred_value","Yes",0.333333333333333,NA,NA,NA
"bullish","AAPL",5,20,"glm","neg_pred_value","Yes",0.725490196078431,NA,NA,NA
"bullish","AAPL",5,20,"glm","precision","Yes",0.333333333333333,NA,NA,NA
"bullish","AAPL",5,20,"glm","recall","Yes",0.0666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"glm","f1","Yes",0.111111111111111,NA,NA,NA
"bullish","AAPL",5,20,"glm","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"glm","detection_rate","Yes",0.0185185185185185,NA,NA,NA
"bullish","AAPL",5,20,"glm","detection_prevalence","Yes",0.0555555555555556,NA,NA,NA
"bullish","AAPL",5,20,"glm","balanced_accuracy","Yes",0.507692307692308,NA,NA,NA
"bullish","AAPL",5,20,"nb","accuracy",NA,0.759259259259259,0.667486458993091,0.836318634807885,0.228215693137083
"bullish","AAPL",5,20,"nb","kappa",NA,0.423645320197044,NA,NA,0.556298461274735
"bullish","AAPL",5,20,"nb","sensitivity","Yes",0.633333333333333,NA,NA,NA
"bullish","AAPL",5,20,"nb","specificity","Yes",0.807692307692308,NA,NA,NA
"bullish","AAPL",5,20,"nb","pos_pred_value","Yes",0.558823529411765,NA,NA,NA
"bullish","AAPL",5,20,"nb","neg_pred_value","Yes",0.851351351351351,NA,NA,NA
"bullish","AAPL",5,20,"nb","precision","Yes",0.558823529411765,NA,NA,NA
"bullish","AAPL",5,20,"nb","recall","Yes",0.633333333333333,NA,NA,NA
"bullish","AAPL",5,20,"nb","f1","Yes",0.59375,NA,NA,NA
"bullish","AAPL",5,20,"nb","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"nb","detection_rate","Yes",0.175925925925926,NA,NA,NA
"bullish","AAPL",5,20,"nb","detection_prevalence","Yes",0.314814814814815,NA,NA,NA
"bullish","AAPL",5,20,"nb","balanced_accuracy","Yes",0.720512820512821,NA,NA,NA
"bullish","AAPL",5,20,"gbm","accuracy",NA,0.851851851851852,0.770592471106707,0.912883952253439,0.0011071388791089
"bullish","AAPL",5,20,"gbm","kappa",NA,0.614973262032086,NA,NA,0.453254704753736
"bullish","AAPL",5,20,"gbm","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"gbm","specificity","Yes",0.923076923076923,NA,NA,NA
"bullish","AAPL",5,20,"gbm","pos_pred_value","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"gbm","neg_pred_value","Yes",0.878048780487805,NA,NA,NA
"bullish","AAPL",5,20,"gbm","precision","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"gbm","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"gbm","f1","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",5,20,"gbm","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"gbm","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,20,"gbm","detection_prevalence","Yes",0.240740740740741,NA,NA,NA
"bullish","AAPL",5,20,"gbm","balanced_accuracy","Yes",0.794871794871795,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","accuracy",NA,0.851851851851852,0.770592471106707,0.912883952253439,0.0011071388791089
"bullish","AAPL",5,20,"glm - top layer","kappa",NA,0.614973262032086,NA,NA,0.453254704753736
"bullish","AAPL",5,20,"glm - top layer","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","pos_pred_value","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","neg_pred_value","Yes",0.878048780487805,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","precision","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","f1","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","detection_prevalence","Yes",0.240740740740741,NA,NA,NA
"bullish","AAPL",5,20,"glm - top layer","balanced_accuracy","Yes",0.794871794871795,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","accuracy",NA,0.851851851851852,0.770592471106707,0.912883952253439,0.0011071388791089
"bullish","AAPL",5,20,"nb - top layer","kappa",NA,0.614973262032086,NA,NA,0.453254704753736
"bullish","AAPL",5,20,"nb - top layer","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","pos_pred_value","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","neg_pred_value","Yes",0.878048780487805,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","precision","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","f1","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","detection_prevalence","Yes",0.240740740740741,NA,NA,NA
"bullish","AAPL",5,20,"nb - top layer","balanced_accuracy","Yes",0.794871794871795,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","accuracy",NA,0.861111111111111,0.781289186628574,0.92013129738187,0.000470941627276832
"bullish","AAPL",5,20,"gbm - top layer","kappa",NA,0.642857142857143,NA,NA,0.605576616335346
"bullish","AAPL",5,20,"gbm - top layer","sensitivity","Yes",0.7,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","pos_pred_value","Yes",0.777777777777778,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","neg_pred_value","Yes",0.888888888888889,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","precision","Yes",0.777777777777778,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","recall","Yes",0.7,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","f1","Yes",0.736842105263158,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","detection_rate","Yes",0.194444444444444,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","detection_prevalence","Yes",0.25,NA,NA,NA
"bullish","AAPL",5,20,"gbm - top layer","balanced_accuracy","Yes",0.811538461538462,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","accuracy",NA,0.851851851851852,0.770592471106707,0.912883952253439,0.0011071388791089
"bullish","AAPL",5,20,"final - averaging","kappa",NA,0.614973262032086,NA,NA,0.453254704753736
"bullish","AAPL",5,20,"final - averaging","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","specificity","Yes",0.923076923076923,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","pos_pred_value","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","neg_pred_value","Yes",0.878048780487805,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","precision","Yes",0.769230769230769,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","f1","Yes",0.714285714285714,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","detection_prevalence","Yes",0.240740740740741,NA,NA,NA
"bullish","AAPL",5,20,"final - averaging","balanced_accuracy","Yes",0.794871794871795,NA,NA,NA
"bearish","AAPL",1,1,"glm","accuracy",NA,0.798165137614679,0.710520979570065,0.868976023815585,0.0324274481855386
"bearish","AAPL",1,1,"glm","kappa",NA,0.4128305582762,NA,NA,0.0013837912401648
"bearish","AAPL",1,1,"glm","sensitivity","Yes",0.387096774193548,NA,NA,NA
"bearish","AAPL",1,1,"glm","specificity","Yes",0.961538461538462,NA,NA,NA
"bearish","AAPL",1,1,"glm","pos_pred_value","Yes",0.8,NA,NA,NA
"bearish","AAPL",1,1,"glm","neg_pred_value","Yes",0.797872340425532,NA,NA,NA
"bearish","AAPL",1,1,"glm","precision","Yes",0.8,NA,NA,NA
"bearish","AAPL",1,1,"glm","recall","Yes",0.387096774193548,NA,NA,NA
"bearish","AAPL",1,1,"glm","f1","Yes",0.521739130434783,NA,NA,NA
"bearish","AAPL",1,1,"glm","prevalence","Yes",0.284403669724771,NA,NA,NA
"bearish","AAPL",1,1,"glm","detection_rate","Yes",0.110091743119266,NA,NA,NA
"bearish","AAPL",1,1,"glm","detection_prevalence","Yes",0.137614678899083,NA,NA,NA
"bearish","AAPL",1,1,"glm","balanced_accuracy","Yes",0.674317617866005,NA,NA,NA
"bearish","AAPL",1,1,"nb","accuracy",NA,0.761467889908257,0.670347972889477,0.837884737953219,0.169974957062918
"bearish","AAPL",1,1,"nb","kappa",NA,0.390275387263339,NA,NA,0.556298461274735
"bearish","AAPL",1,1,"nb","sensitivity","Yes",0.516129032258065,NA,NA,NA
"bearish","AAPL",1,1,"nb","specificity","Yes",0.858974358974359,NA,NA,NA
"bearish","AAPL",1,1,"nb","pos_pred_value","Yes",0.592592592592593,NA,NA,NA
"bearish","AAPL",1,1,"nb","neg_pred_value","Yes",0.817073170731707,NA,NA,NA
"bearish","AAPL",1,1,"nb","precision","Yes",0.592592592592593,NA,NA,NA
"bearish","AAPL",1,1,"nb","recall","Yes",0.516129032258065,NA,NA,NA
"bearish","AAPL",1,1,"nb","f1","Yes",0.551724137931034,NA,NA,NA
"bearish","AAPL",1,1,"nb","prevalence","Yes",0.284403669724771,NA,NA,NA
"bearish","AAPL",1,1,"nb","detection_rate","Yes",0.146788990825688,NA,NA,NA
"bearish","AAPL",1,1,"nb","detection_prevalence","Yes",0.247706422018349,NA,NA,NA
"bearish","AAPL",1,1,"nb","balanced_accuracy","Yes",0.687551695616212,NA,NA,NA
"bearish","AAPL",1,1,"gbm","accuracy",NA,0.788990825688073,0.700397351900817,0.861287010707362,0.0525969743749915
"bearish","AAPL",1,1,"gbm","kappa",NA,0.431905733061409,NA,NA,0.0952928380234563
"bearish","AAPL",1,1,"gbm","sensitivity","Yes",0.483870967741935,NA,NA,NA
"bearish","AAPL",1,1,"gbm","specificity","Yes",0.91025641025641,NA,NA,NA
"bearish","AAPL",1,1,"gbm","pos_pred_value","Yes",0.681818181818182,NA,NA,NA
"bearish","AAPL",1,1,"gbm","neg_pred_value","Yes",0.816091954022989,NA,NA,NA
"bearish","AAPL",1,1,"gbm","precision","Yes",0.681818181818182,NA,NA,NA
"bearish","AAPL",1,1,"gbm","recall","Yes",0.483870967741935,NA,NA,NA
"bearish","AAPL",1,1,"gbm","f1","Yes",0.566037735849057,NA,NA,NA
"bearish","AAPL",1,1,"gbm","prevalence","Yes",0.284403669724771,NA,NA,NA
"bearish","AAPL",1,1,"gbm","detection_rate","Yes",0.137614678899083,NA,NA,NA
"bearish","AAPL",1,1,"gbm","detection_prevalence","Yes",0.201834862385321,NA,NA,NA
"bearish","AAPL",1,1,"gbm","balanced_accuracy","Yes",0.697063688999173,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","accuracy",NA,0.788990825688073,0.700397351900817,0.861287010707362,0.0525969743749915
"bearish","AAPL",1,1,"glm - top layer","kappa",NA,0.419541560546423,NA,NA,0.0370562185641189
"bearish","AAPL",1,1,"glm - top layer","sensitivity","Yes",0.451612903225806,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","specificity","Yes",0.923076923076923,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","pos_pred_value","Yes",0.7,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","neg_pred_value","Yes",0.808988764044944,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","precision","Yes",0.7,NA,NA,NA
"bearish","AAPL",1,1,"glm - top layer","recall","Yes",0.451612903225806,NA,NA,NA
