"trend","symbol","n_period","l_period","trainMethod","term","class","estimate","conf.low","conf.high","p.value"
"bullish","AAPL",2,10,"final - averaging","specificity","Yes",0.935897435897436,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","pos_pred_value","Yes",0.782608695652174,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","neg_pred_value","Yes",0.848837209302326,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","precision","Yes",0.782608695652174,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","recall","Yes",0.580645161290323,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","f1","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","prevalence","Yes",0.284403669724771,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","detection_rate","Yes",0.165137614678899,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","detection_prevalence","Yes",0.211009174311927,NA,NA,NA
"bullish","AAPL",2,10,"final - averaging","balanced_accuracy","Yes",0.758271298593879,NA,NA,NA
"bullish","AAPL",3,10,"glm","accuracy",NA,0.645454545454546,0.548536259979894,0.734326452889695,0.94014447973625
"bullish","AAPL",3,10,"glm","kappa",NA,0.00278940027894013,NA,NA,0.0249746792930543
"bullish","AAPL",3,10,"glm","sensitivity","Yes",0.15625,NA,NA,NA
"bullish","AAPL",3,10,"glm","specificity","Yes",0.846153846153846,NA,NA,NA
"bullish","AAPL",3,10,"glm","pos_pred_value","Yes",0.294117647058824,NA,NA,NA
"bullish","AAPL",3,10,"glm","neg_pred_value","Yes",0.709677419354839,NA,NA,NA
"bullish","AAPL",3,10,"glm","precision","Yes",0.294117647058824,NA,NA,NA
"bullish","AAPL",3,10,"glm","recall","Yes",0.15625,NA,NA,NA
"bullish","AAPL",3,10,"glm","f1","Yes",0.204081632653061,NA,NA,NA
"bullish","AAPL",3,10,"glm","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"glm","detection_rate","Yes",0.0454545454545455,NA,NA,NA
"bullish","AAPL",3,10,"glm","detection_prevalence","Yes",0.154545454545455,NA,NA,NA
"bullish","AAPL",3,10,"glm","balanced_accuracy","Yes",0.501201923076923,NA,NA,NA
"bullish","AAPL",3,10,"nb","accuracy",NA,0.645454545454546,0.548536259979894,0.734326452889695,0.94014447973625
"bullish","AAPL",3,10,"nb","kappa",NA,0.178475679816163,NA,NA,0.521839390333615
"bullish","AAPL",3,10,"nb","sensitivity","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"nb","specificity","Yes",0.717948717948718,NA,NA,NA
"bullish","AAPL",3,10,"nb","pos_pred_value","Yes",0.405405405405405,NA,NA,NA
"bullish","AAPL",3,10,"nb","neg_pred_value","Yes",0.767123287671233,NA,NA,NA
"bullish","AAPL",3,10,"nb","precision","Yes",0.405405405405405,NA,NA,NA
"bullish","AAPL",3,10,"nb","recall","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"nb","f1","Yes",0.434782608695652,NA,NA,NA
"bullish","AAPL",3,10,"nb","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"nb","detection_rate","Yes",0.136363636363636,NA,NA,NA
"bullish","AAPL",3,10,"nb","detection_prevalence","Yes",0.336363636363636,NA,NA,NA
"bullish","AAPL",3,10,"nb","balanced_accuracy","Yes",0.593349358974359,NA,NA,NA
"bullish","AAPL",3,10,"gbm","accuracy",NA,0.754545454545455,0.663325119226306,0.831593401795211,0.172782251695256
"bullish","AAPL",3,10,"gbm","kappa",NA,0.364025695931477,NA,NA,0.248213078989924
"bullish","AAPL",3,10,"gbm","sensitivity","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"gbm","specificity","Yes",0.871794871794872,NA,NA,NA
"bullish","AAPL",3,10,"gbm","pos_pred_value","Yes",0.6,NA,NA,NA
"bullish","AAPL",3,10,"gbm","neg_pred_value","Yes",0.8,NA,NA,NA
"bullish","AAPL",3,10,"gbm","precision","Yes",0.6,NA,NA,NA
"bullish","AAPL",3,10,"gbm","recall","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"gbm","f1","Yes",0.526315789473684,NA,NA,NA
"bullish","AAPL",3,10,"gbm","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"gbm","detection_rate","Yes",0.136363636363636,NA,NA,NA
"bullish","AAPL",3,10,"gbm","detection_prevalence","Yes",0.227272727272727,NA,NA,NA
"bullish","AAPL",3,10,"gbm","balanced_accuracy","Yes",0.670272435897436,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","accuracy",NA,0.754545454545455,0.663325119226306,0.831593401795211,0.172782251695256
"bullish","AAPL",3,10,"glm - top layer","kappa",NA,0.364025695931477,NA,NA,0.248213078989924
"bullish","AAPL",3,10,"glm - top layer","sensitivity","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","specificity","Yes",0.871794871794872,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","pos_pred_value","Yes",0.6,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","neg_pred_value","Yes",0.8,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","precision","Yes",0.6,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","recall","Yes",0.46875,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","f1","Yes",0.526315789473684,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","detection_rate","Yes",0.136363636363636,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","detection_prevalence","Yes",0.227272727272727,NA,NA,NA
"bullish","AAPL",3,10,"glm - top layer","balanced_accuracy","Yes",0.670272435897436,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","accuracy",NA,0.690909090909091,0.595690152755555,0.775545501742886,0.703733913316774
"bullish","AAPL",3,10,"nb - top layer","kappa",NA,0.222129783693844,NA,NA,0.606905427217951
"bullish","AAPL",3,10,"nb - top layer","sensitivity","Yes",0.40625,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","specificity","Yes",0.807692307692308,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","pos_pred_value","Yes",0.464285714285714,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","neg_pred_value","Yes",0.768292682926829,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","precision","Yes",0.464285714285714,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","recall","Yes",0.40625,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","f1","Yes",0.433333333333333,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","detection_rate","Yes",0.118181818181818,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","detection_prevalence","Yes",0.254545454545455,NA,NA,NA
"bullish","AAPL",3,10,"nb - top layer","balanced_accuracy","Yes",0.606971153846154,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","accuracy",NA,0.709090909090909,0.614810252156808,0.791769014935645,0.547523041295676
"bullish","AAPL",3,10,"gbm - top layer","kappa",NA,0.253604749787956,NA,NA,0.376759117811582
"bullish","AAPL",3,10,"gbm - top layer","sensitivity","Yes",0.40625,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","specificity","Yes",0.833333333333333,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","pos_pred_value","Yes",0.5,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","neg_pred_value","Yes",0.773809523809524,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","precision","Yes",0.5,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","recall","Yes",0.40625,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","f1","Yes",0.448275862068966,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","detection_rate","Yes",0.118181818181818,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","detection_prevalence","Yes",0.236363636363636,NA,NA,NA
"bullish","AAPL",3,10,"gbm - top layer","balanced_accuracy","Yes",0.619791666666667,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","accuracy",NA,0.727272727272727,0.634088973633765,0.807829797717568,0.381567880140462
"bullish","AAPL",3,10,"final - averaging","kappa",NA,0.300254452926209,NA,NA,0.361310428526179
"bullish","AAPL",3,10,"final - averaging","sensitivity","Yes",0.4375,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","specificity","Yes",0.846153846153846,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","pos_pred_value","Yes",0.538461538461538,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","neg_pred_value","Yes",0.785714285714286,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","precision","Yes",0.538461538461538,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","recall","Yes",0.4375,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","f1","Yes",0.482758620689655,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","prevalence","Yes",0.290909090909091,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","detection_rate","Yes",0.127272727272727,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","detection_prevalence","Yes",0.236363636363636,NA,NA,NA
"bullish","AAPL",3,10,"final - averaging","balanced_accuracy","Yes",0.641826923076923,NA,NA,NA
"bullish","AAPL",4,10,"glm","accuracy",NA,0.688679245283019,0.59142410207855,0.775075321236165,0.923916063923557
"bullish","AAPL",4,10,"glm","kappa",NA,-0.034299231224128,NA,NA,0.00534877052048204
"bullish","AAPL",4,10,"glm","sensitivity","Yes",0.0740740740740741,NA,NA,NA
"bullish","AAPL",4,10,"glm","specificity","Yes",0.89873417721519,NA,NA,NA
"bullish","AAPL",4,10,"glm","pos_pred_value","Yes",0.2,NA,NA,NA
"bullish","AAPL",4,10,"glm","neg_pred_value","Yes",0.739583333333333,NA,NA,NA
"bullish","AAPL",4,10,"glm","precision","Yes",0.2,NA,NA,NA
"bullish","AAPL",4,10,"glm","recall","Yes",0.0740740740740741,NA,NA,NA
"bullish","AAPL",4,10,"glm","f1","Yes",0.108108108108108,NA,NA,NA
"bullish","AAPL",4,10,"glm","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"glm","detection_rate","Yes",0.0188679245283019,NA,NA,NA
"bullish","AAPL",4,10,"glm","detection_prevalence","Yes",0.0943396226415094,NA,NA,NA
"bullish","AAPL",4,10,"glm","balanced_accuracy","Yes",0.486404125644632,NA,NA,NA
"bullish","AAPL",4,10,"nb","accuracy",NA,0.632075471698113,0.532889825012408,0.723678258795393,0.996417673945405
"bullish","AAPL",4,10,"nb","kappa",NA,0.197281553398058,NA,NA,0.0104056198688736
"bullish","AAPL",4,10,"nb","sensitivity","Yes",0.592592592592593,NA,NA,NA
"bullish","AAPL",4,10,"nb","specificity","Yes",0.645569620253165,NA,NA,NA
"bullish","AAPL",4,10,"nb","pos_pred_value","Yes",0.363636363636364,NA,NA,NA
"bullish","AAPL",4,10,"nb","neg_pred_value","Yes",0.82258064516129,NA,NA,NA
"bullish","AAPL",4,10,"nb","precision","Yes",0.363636363636364,NA,NA,NA
"bullish","AAPL",4,10,"nb","recall","Yes",0.592592592592593,NA,NA,NA
"bullish","AAPL",4,10,"nb","f1","Yes",0.450704225352113,NA,NA,NA
"bullish","AAPL",4,10,"nb","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"nb","detection_rate","Yes",0.150943396226415,NA,NA,NA
"bullish","AAPL",4,10,"nb","detection_prevalence","Yes",0.415094339622642,NA,NA,NA
"bullish","AAPL",4,10,"nb","balanced_accuracy","Yes",0.619081106422879,NA,NA,NA
"bullish","AAPL",4,10,"gbm","accuracy",NA,0.849056603773585,0.76648030573897,0.911190398408555,0.00723377349998537
"bullish","AAPL",4,10,"gbm","kappa",NA,0.62953254696374,NA,NA,0.211299547333711
"bullish","AAPL",4,10,"gbm","sensitivity","Yes",0.814814814814815,NA,NA,NA
"bullish","AAPL",4,10,"gbm","specificity","Yes",0.860759493670886,NA,NA,NA
"bullish","AAPL",4,10,"gbm","pos_pred_value","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",4,10,"gbm","neg_pred_value","Yes",0.931506849315069,NA,NA,NA
"bullish","AAPL",4,10,"gbm","precision","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",4,10,"gbm","recall","Yes",0.814814814814815,NA,NA,NA
"bullish","AAPL",4,10,"gbm","f1","Yes",0.733333333333333,NA,NA,NA
"bullish","AAPL",4,10,"gbm","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"gbm","detection_rate","Yes",0.207547169811321,NA,NA,NA
"bullish","AAPL",4,10,"gbm","detection_prevalence","Yes",0.311320754716981,NA,NA,NA
"bullish","AAPL",4,10,"gbm","balanced_accuracy","Yes",0.83778715424285,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","accuracy",NA,0.867924528301887,0.788337678282353,0.925871804658562,0.00157363858744279
"bullish","AAPL",4,10,"glm - top layer","kappa",NA,0.675840978593272,NA,NA,0.18144920772142
"bullish","AAPL",4,10,"glm - top layer","sensitivity","Yes",0.851851851851852,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","specificity","Yes",0.873417721518987,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","pos_pred_value","Yes",0.696969696969697,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","neg_pred_value","Yes",0.945205479452055,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","precision","Yes",0.696969696969697,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","recall","Yes",0.851851851851852,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","f1","Yes",0.766666666666667,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","detection_rate","Yes",0.216981132075472,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","detection_prevalence","Yes",0.311320754716981,NA,NA,NA
"bullish","AAPL",4,10,"glm - top layer","balanced_accuracy","Yes",0.86263478668542,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","accuracy",NA,0.792452830188679,0.702805877195442,0.865123998495199,0.157752664350941
"bullish","AAPL",4,10,"nb - top layer","kappa",NA,0.512745507730882,NA,NA,0.0550088336292657
"bullish","AAPL",4,10,"nb - top layer","sensitivity","Yes",0.777777777777778,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","specificity","Yes",0.79746835443038,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","pos_pred_value","Yes",0.567567567567568,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","neg_pred_value","Yes",0.91304347826087,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","precision","Yes",0.567567567567568,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","recall","Yes",0.777777777777778,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","f1","Yes",0.65625,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","detection_rate","Yes",0.19811320754717,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","detection_prevalence","Yes",0.349056603773585,NA,NA,NA
"bullish","AAPL",4,10,"nb - top layer","balanced_accuracy","Yes",0.787623066104079,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","accuracy",NA,0.792452830188679,0.702805877195442,0.865123998495199,0.157752664350941
"bullish","AAPL",4,10,"gbm - top layer","kappa",NA,0.501922255446391,NA,NA,0.135593001266303
"bullish","AAPL",4,10,"gbm - top layer","sensitivity","Yes",0.740740740740741,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","specificity","Yes",0.810126582278481,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","pos_pred_value","Yes",0.571428571428571,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","neg_pred_value","Yes",0.901408450704225,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","precision","Yes",0.571428571428571,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","recall","Yes",0.740740740740741,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","f1","Yes",0.645161290322581,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","detection_rate","Yes",0.188679245283019,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","detection_prevalence","Yes",0.330188679245283,NA,NA,NA
"bullish","AAPL",4,10,"gbm - top layer","balanced_accuracy","Yes",0.775433661509611,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","accuracy",NA,0.830188679245283,0.744966607558923,0.89614085088762,0.0254238436302579
"bullish","AAPL",4,10,"final - averaging","kappa",NA,0.601337233597994,NA,NA,0.0338948535246893
"bullish","AAPL",4,10,"final - averaging","sensitivity","Yes",0.851851851851852,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","specificity","Yes",0.822784810126582,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","pos_pred_value","Yes",0.621621621621622,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","neg_pred_value","Yes",0.942028985507246,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","precision","Yes",0.621621621621622,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","recall","Yes",0.851851851851852,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","f1","Yes",0.71875,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","prevalence","Yes",0.254716981132075,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","detection_rate","Yes",0.216981132075472,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","detection_prevalence","Yes",0.349056603773585,NA,NA,NA
"bullish","AAPL",4,10,"final - averaging","balanced_accuracy","Yes",0.837318330989217,NA,NA,NA
"bullish","AAPL",5,10,"glm","accuracy",NA,0.759259259259259,0.667486458993091,0.836318634807885,0.228215693137083
"bullish","AAPL",5,10,"glm","kappa",NA,0.225165562913907,NA,NA,3.8144777827131e-05
"bullish","AAPL",5,10,"glm","sensitivity","Yes",0.2,NA,NA,NA
"bullish","AAPL",5,10,"glm","specificity","Yes",0.974358974358974,NA,NA,NA
"bullish","AAPL",5,10,"glm","pos_pred_value","Yes",0.75,NA,NA,NA
"bullish","AAPL",5,10,"glm","neg_pred_value","Yes",0.76,NA,NA,NA
"bullish","AAPL",5,10,"glm","precision","Yes",0.75,NA,NA,NA
"bullish","AAPL",5,10,"glm","recall","Yes",0.2,NA,NA,NA
"bullish","AAPL",5,10,"glm","f1","Yes",0.315789473684211,NA,NA,NA
"bullish","AAPL",5,10,"glm","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"glm","detection_rate","Yes",0.0555555555555556,NA,NA,NA
"bullish","AAPL",5,10,"glm","detection_prevalence","Yes",0.0740740740740741,NA,NA,NA
"bullish","AAPL",5,10,"glm","balanced_accuracy","Yes",0.587179487179487,NA,NA,NA
"bullish","AAPL",5,10,"nb","accuracy",NA,0.712962962962963,0.61795465801992,0.795928245331889,0.631681151949545
"bullish","AAPL",5,10,"nb","kappa",NA,0.245945945945946,NA,NA,0.472497614000689
"bullish","AAPL",5,10,"nb","sensitivity","Yes",0.4,NA,NA,NA
"bullish","AAPL",5,10,"nb","specificity","Yes",0.833333333333333,NA,NA,NA
"bullish","AAPL",5,10,"nb","pos_pred_value","Yes",0.48,NA,NA,NA
"bullish","AAPL",5,10,"nb","neg_pred_value","Yes",0.783132530120482,NA,NA,NA
"bullish","AAPL",5,10,"nb","precision","Yes",0.48,NA,NA,NA
"bullish","AAPL",5,10,"nb","recall","Yes",0.4,NA,NA,NA
"bullish","AAPL",5,10,"nb","f1","Yes",0.436363636363636,NA,NA,NA
"bullish","AAPL",5,10,"nb","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"nb","detection_rate","Yes",0.111111111111111,NA,NA,NA
"bullish","AAPL",5,10,"nb","detection_prevalence","Yes",0.231481481481481,NA,NA,NA
"bullish","AAPL",5,10,"nb","balanced_accuracy","Yes",0.616666666666667,NA,NA,NA
"bullish","AAPL",5,10,"gbm","accuracy",NA,0.87037037037037,0.792076203488322,0.927281395796997,0.000186363071618617
"bullish","AAPL",5,10,"gbm","kappa",NA,0.655737704918033,NA,NA,0.18144920772142
"bullish","AAPL",5,10,"gbm","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"gbm","specificity","Yes",0.948717948717949,NA,NA,NA
"bullish","AAPL",5,10,"gbm","pos_pred_value","Yes",0.833333333333333,NA,NA,NA
"bullish","AAPL",5,10,"gbm","neg_pred_value","Yes",0.880952380952381,NA,NA,NA
"bullish","AAPL",5,10,"gbm","precision","Yes",0.833333333333333,NA,NA,NA
"bullish","AAPL",5,10,"gbm","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"gbm","f1","Yes",0.740740740740741,NA,NA,NA
"bullish","AAPL",5,10,"gbm","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"gbm","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,10,"gbm","detection_prevalence","Yes",0.222222222222222,NA,NA,NA
"bullish","AAPL",5,10,"gbm","balanced_accuracy","Yes",0.807692307692308,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","accuracy",NA,0.87962962962963,0.802961266298223,0.934325270680862,6.82932453348903e-05
"bullish","AAPL",5,10,"glm - top layer","kappa",NA,0.676795580110497,NA,NA,0.0960923294556731
"bullish","AAPL",5,10,"glm - top layer","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","specificity","Yes",0.961538461538462,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","pos_pred_value","Yes",0.869565217391304,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","neg_pred_value","Yes",0.882352941176471,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","precision","Yes",0.869565217391304,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","f1","Yes",0.754716981132075,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","detection_prevalence","Yes",0.212962962962963,NA,NA,NA
"bullish","AAPL",5,10,"glm - top layer","balanced_accuracy","Yes",0.814102564102564,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","accuracy",NA,0.861111111111111,0.781289186628574,0.92013129738187,0.000470941627276832
"bullish","AAPL",5,10,"nb - top layer","kappa",NA,0.635135135135135,NA,NA,0.301699582478348
"bullish","AAPL",5,10,"nb - top layer","sensitivity","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","specificity","Yes",0.935897435897436,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","pos_pred_value","Yes",0.8,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","neg_pred_value","Yes",0.879518072289157,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","precision","Yes",0.8,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","recall","Yes",0.666666666666667,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","f1","Yes",0.727272727272727,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","detection_rate","Yes",0.185185185185185,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","detection_prevalence","Yes",0.231481481481481,NA,NA,NA
"bullish","AAPL",5,10,"nb - top layer","balanced_accuracy","Yes",0.801282051282051,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","accuracy",NA,0.842592592592593,0.759979444915695,0.905546960484316,0.00243135035351048
"bullish","AAPL",5,10,"gbm - top layer","kappa",NA,0.557803468208093,NA,NA,0.0152933710301989
"bullish","AAPL",5,10,"gbm - top layer","sensitivity","Yes",0.533333333333333,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","specificity","Yes",0.961538461538462,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","pos_pred_value","Yes",0.842105263157895,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","neg_pred_value","Yes",0.842696629213483,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","precision","Yes",0.842105263157895,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","recall","Yes",0.533333333333333,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","f1","Yes",0.653061224489796,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","detection_rate","Yes",0.148148148148148,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","detection_prevalence","Yes",0.175925925925926,NA,NA,NA
"bullish","AAPL",5,10,"gbm - top layer","balanced_accuracy","Yes",0.747435897435897,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","accuracy",NA,0.861111111111111,0.781289186628574,0.92013129738187,0.000470941627276832
"bullish","AAPL",5,10,"final - averaging","kappa",NA,0.62707182320442,NA,NA,0.121335250358483
"bullish","AAPL",5,10,"final - averaging","sensitivity","Yes",0.633333333333333,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","specificity","Yes",0.948717948717949,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","pos_pred_value","Yes",0.826086956521739,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","neg_pred_value","Yes",0.870588235294118,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","precision","Yes",0.826086956521739,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","recall","Yes",0.633333333333333,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","f1","Yes",0.716981132075472,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","prevalence","Yes",0.277777777777778,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","detection_rate","Yes",0.175925925925926,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","detection_prevalence","Yes",0.212962962962963,NA,NA,NA
"bullish","AAPL",5,10,"final - averaging","balanced_accuracy","Yes",0.791025641025641,NA,NA,NA
"bullish","AAPL",1,15,"glm","accuracy",NA,0.702702702702703,0.608539479183142,0.785725217792317,0.546839657346034
"bullish","AAPL",1,15,"glm","kappa",NA,0.242085661080075,NA,NA,0.296269871484286
"bullish","AAPL",1,15,"glm","sensitivity","Yes",0.393939393939394,NA,NA,NA
"bullish","AAPL",1,15,"glm","specificity","Yes",0.833333333333333,NA,NA,NA
"bullish","AAPL",1,15,"glm","pos_pred_value","Yes",0.5,NA,NA,NA
"bullish","AAPL",1,15,"glm","neg_pred_value","Yes",0.764705882352941,NA,NA,NA
"bullish","AAPL",1,15,"glm","precision","Yes",0.5,NA,NA,NA
"bullish","AAPL",1,15,"glm","recall","Yes",0.393939393939394,NA,NA,NA
